round,item_id,task_type,ref_answer,ann2_answer,agree
3,CON_057,CON,No,"No, the pre-2025 and post-2025 versions impose materially different educational qualification requirements. The pre-2025 version (Passage A) offers multiple alternative pathways: a professional qualification OR graduate/postgraduate degree in a specified list of disciplines (finance, accountancy, business management, commerce, economics, capital market, banking, insurance, actuarial science, or other financial services) from a recognised university, OR completion of NISM's Post Graduate Program in Securities Market (Investment Advisory) of minimum one year duration, OR a CFA Charter from the CFA Institute. Any one of these alternatives sufficed. The post-2025 version (Passage B) requires: (1) a graduate degree or equivalent from a recognised university/institution OR a CFA Charter from CFA Institute, AND (2) a relevant NISM certification (from NISM or an NISM-accredited body). The post-2025 version adds a mandatory NISM certification component (which was absent as a standalone requirement pre-2025), collapses the lengthy list of acceptable disciplines into a general graduate degree requirement, and removes the NISM PGP pathway.",1
3,CON_076,CON,No,"There is NO direct contradiction between Regulation 23(1) and Regulation 6A. They operate at different stages of the open offer process. Regulation 6A is a PRE-OFFER restriction: it prohibits a wilful defaulter from making a public announcement of an open offer in the first instance, or from entering into any transaction that would trigger such an obligation. Regulation 23(1) governs WITHDRAWAL of an open offer that has ALREADY BEEN MADE — it lists the limited grounds (statutory approval refused, death of acquirer, unfulfilled conditions outside the acquirer's control, or Board's opinion) on which an announced open offer can be withdrawn. The exception in Regulation 6A (permitting a wilful defaulter to make a COMPETING offer when another party has already made an open offer) does not conflict with Regulation 23(1), since any such competing offer would itself become subject to the withdrawal restrictions of Regulation 23(1) once made. The two regulations address different phases and are not in contradiction.",0
3,CON_068,CON,No,"No, the original Regulation 14(g) and the 2011-amended version do NOT impose the same mandatory rating requirement. The original Regulation 14(g) imposed a specific, prescriptive obligation: for any issue of debt securities whose size equals or exceeds Rs 100 crore, the client must obtain a rating from AT LEAST TWO DIFFERENT rating agencies — a dual-rating requirement with a quantitative size threshold. The 2011-amended version (substituted w.e.f. 27-12-2011) replaced this with a general obligation: the client must obtain a rating for any issue of debt securities 'in accordance with the relevant regulations' — removing both the specific Rs 100 crore size threshold and the mandatory two-agency requirement. The amended version is a general cross-referencing clause, significantly less prescriptive than the original, and eliminates the dual-rating and threshold requirements entirely.",1
3,CON_063,CON,No,"No, the original and 2021-amended versions of Regulation 15(1)(e) do NOT cover the same categories of investments requiring 75% investor approval. The original (pre-2021) version required 75% investor approval only for AIF investments in its ASSOCIATES. The 2021-amended version (substituted w.e.f. 05-05-2021) expanded the scope to require 75% investor approval for investments in: (a) associates (retained from original), AND (b) units of AIFs managed or sponsored by the Manager, Sponsor, or associates of the Manager or Sponsor (newly added category). The amendment materially widens the restriction by capturing investments in related/affiliated AIFs — a category not covered by the original provision. This reflects a tightening of conflict-of-interest safeguards beyond just associate investments.",1
3,TMP_068,TMP,"The SEBI (Alternative Investment Funds) (Amendment) Regulations, 2020 (w.e.f. 19-10-2020) substituted Regulation 4(g) to replace the experience-based standard with a certification-based standard. The original requirement was for at least one key personnel to have not less than five years of experience in managing pools of capital or securities plus a relevant professional qualification. The 2020 amendment replaced this with two separate requirements: (i) at least one key personnel must hold a relevant SEBI-specified certification (not a minimum years-of-experience requirement), and (ii) at least one key personnel must hold a finance-related professional qualification or CFA Charter. The same person may fulfill both requirements. The key significance is the shift from experience as the primary criterion to certification as the primary requirement.","The original Regulation 4(g) (pre-2020) required the key investment team of the AIF Manager to have at least one key personnel with: (i) not less than five years of relevant experience in advising/managing pools of capital, fund/asset/wealth/portfolio management, or buying/selling/dealing in securities or other financial assets, AND (ii) a relevant professional qualification — a combined experience-plus-qualification standard with significant flexibility in what constituted a 'professional qualification.' The SEBI (AIF) (Amendment) Regulations, 2020 (w.e.f. 19-10-2020) substituted this with two distinct, objective requirements: (1) at least one key personnel must hold a relevant NISM certification, AND (2) at least one key personnel must hold a professional qualification in finance or a CFA Charter. Significance: The amendment shifts from an experience-led criterion to formal certification/qualification benchmarks, introducing specific, verifiable standards (NISM certification and finance qualification/CFA Charter) rather than the broader experience test, and the two requirements can be met by the same or different personnel.",1
3,TMP_056,TMP,"Transactions entered on or after January 15, 1998","Mutual funds with an aggregate of securities worth Rs 10 crore or more (as on the latest balance-sheet date) were required to settle transactions entered on or after JANUARY 15, 1998 only through dematerialised securities. This provision was inserted by the SEBI (Mutual Funds) (Amendment) Regulations, 1998, which came into effect on 12-1-1998, but the mandatory dematerialised settlement obligation applied to transactions entered on or after January 15, 1998.",1
3,TMP_052,TMP,Six per cent of funds raised; omitted by the 2008 amendment w.e.f. 16-4-2008,"The original Clause 5 of the Seventh Schedule of SEBI (Mutual Funds) Regulations, 1996 capped initial issue expenses at SIX PER CENT (6%) of the funds raised under that scheme. This provision was OMITTED by the SEBI (Mutual Funds) (Amendment) Regulations, 2008, with effect from 16-4-2008.",1
3,TMP_054,TMP,Regulation 47,"Under the original SEBI (Mutual Funds) Regulations, REGULATION 47 required every mutual fund to ensure that the asset management company computes and carries out valuation of investments made by its scheme(s) in accordance with the investment valuation norms specified in the Eighth Schedule. This obligation was subsequently moved to Regulation 25(19) when Regulation 47 was substituted by the SEBI (Mutual Funds) (Amendment) Regulations, 2023.",1
3,TMP_075,TMP,"The evolution of certificate validity for CRAs under SEBI (CRA) Regulations, 1999 went through three stages: (1) Original (1999): The original regulation prescribed a fixed validity period of three years for the certificate of registration. (2) 2011 Amendment (w.e.f. 05-07-2011): SEBI (CRA) (Amendment) Regulations, 2011 introduced a two-stage regime — an 'initial registration' valid for five years, after which the CRA could apply for 'permanent registration' (application to be made three months before expiry of the initial certificate). (3) 2016 Amendment (w.e.f. 08-12-2016): The SEBI (Change in Conditions of Registration of Certain Intermediaries) (Amendment) Regulations, 2016 abolished both the initial/permanent registration distinction and all fixed validity periods — the certificate is now valid in perpetuity unless suspended or cancelled by SEBI.","The certificate validity regime for CRAs evolved through three distinct phases: Phase 1 (original): Regulation 8(2) provided that the certificate of initial registration was VALID FOR FIVE YEARS. Phase 2 (post-2011 Amendment): Regulation 8A was inserted requiring an application for PERMANENT REGISTRATION to be made three months before the expiry of the initial five-year certificate — creating a two-stage registration structure (initial + permanent). Phase 3 (current, post-2016): Both Regulation 8A and the original Regulation 8(2) were omitted/substituted by the Change in Conditions of Registration of Certain Intermediaries (Amendment) Regulations, 2016 (w.e.f. 08-12-2016). The current Regulation 8(2) provides that the certificate is VALID UNLESS SUSPENDED OR CANCELLED — there is no fixed validity period, and registration continues indefinitely until revoked.",1
3,TMP_086,TMP,"Regulation 30, which required every person holding 25% or more of voting rights and all promoters to disclose their aggregate shareholding as of March 31 each financial year (within 7 working days from year-end), was omitted by the Second Amendment Regulations, 2021, with effect from April 1, 2022. This was part of a broader overhaul of disclosure obligations, including changes to Regulation 29. The annual continual disclosure was likely subsumed into or replaced by disclosure requirements under the Listing Obligations and Disclosure Requirements Regulations, 2015.","Regulation 30 (continual disclosures), which required every person holding 25% or more of shares/voting rights and all promoters to disclose their aggregate shareholding as of March 31 each year within 7 working days from year-end, was OMITTED by the SEBI (SAST) (Second Amendment) Regulations, 2021, with effect from 1 APRIL 2022. Simultaneously, Regulation 29(1) was substituted by the same amendment, changing the trigger for event-based acquisition disclosure: the original version required disclosure only by the specific acquirer making the acquisition, while the amended version requires disclosure by any acquirer (together with persons acting in concert) whose AGGREGATE acquisition reaches 5% or more — broadening the disclosure obligation.",1
3,TMP_084,TMP,"In 2013, a basic Regulation 5A was inserted allowing an acquirer making an open offer to also delist under the Delisting Regulations, 2009, with specific disclosure conditions. In December 2021, the Third Amendment Regulations substituted the old Regulation 5A with a comprehensive new framework referencing the updated Delisting Regulations, 2021. The new Regulation 5A introduced: (a) detailed conditions for acquirer eligibility; (b) a two-payment structure (indicative price if delisting threshold met, open offer price if not); (c) a two-attempt delisting structure; and (d) updated timelines for withdrawal announcements.","The evolution of Regulation 5A proceeded in two stages: Stage 1 (2013): Regulation 5A was INSERTED by the SEBI (Listing of Specified Securities on Institutional Trading Platform) Regulations, 2013 as a single, brief provision simply permitting an acquirer to delist the company in accordance with the SEBI (Delisting of Equity Shares) Regulations, 2009 — a bare cross-reference with no procedural detail. Stage 2 (2021): Regulation 5A was SUBSTITUTED in its entirety by the SEBI (SAST) (Third Amendment) Regulations, 2021 (w.e.f. 6-12-2021), replacing the one-line provision with a detailed delisting offer framework that references the Delisting Regulations, 2021 and includes a TWO-ATTEMPT STRUCTURE for combined open offer and delisting. The change reflects a shift from a bare enabling provision to a comprehensive procedural regime.",0
3,TMP_062,TMP,"The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 (w.e.f. 25-11-2025) amended Regulation 13(e) to add a new intermediate step: upon breaching the threshold, the individual IA must first immediately intimate the Administration and Supervisory Body and initiate the transition process before applying for in-principle approval. The 2020 version of Regulation 13(e) only required directly applying for in-principle registration as a non-individual investment adviser. The 3-month window for applying for in-principle approval was retained by the 2025 amendment, but an explicit intimation obligation was added as a new first step.","The 2020 version of Regulation 13(e) required the individual IA to: (i) apply for grant of in-principle registration as a non-individual investment adviser, with the in-principle registration being valid for a period of three months. It did not explicitly require immediate notification to any supervisory body. The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 (w.e.f. 25-11-2025) changed this to require the individual IA to: (i) IMMEDIATELY INTIMATE the Administration and Supervisory Body AND initiate the process of transition from individual to non-individual IA, AND (ii) apply for grant of in-principle approval for registration as non-individual IA within 3 MONTHS from the date the threshold is reached. The key procedural changes are: (a) addition of an immediate notification obligation to the Administration and Supervisory Body upon breach; (b) an explicit 3-month window for applying for in-principle approval (replacing the in-principle registration being valid for 3 months in the 2020 version); and (c) the framing shifts from obtaining an in-principle 'registration' to applying for 'approval', placing the timeline on the application step.",1
3,TMP_085,TMP,"The original exemption in Regulation 29(4) covered only scheduled commercial banks and public financial institutions acting as pledgees in ordinary business. The Third Amendment Regulations, 2018, effective December 31, 2018, expanded this to also include housing finance companies (registered with NHB, deposit-taking or with asset size of Rs 500 crore or more) and systemically important non-banking financial companies. The expansion recognised the growing role of these institutions as lenders against pledged shares.","Housing finance companies and systemically important non-banking financial companies (SIBNFCs) were added to the list of pledgees exempt from the encumbrance disclosure obligations under Regulation 29(4) by the SEBI (SAST) THIRD AMENDMENT REGULATIONS, 2018, with effect from 31-12-2018. Original exemption scope: Prior to this 2018 amendment, the proviso to Regulation 29(4) exempted only SCHEDULED COMMERCIAL BANKS and PUBLIC FINANCIAL INSTITUTIONS acting as pledgees from the disclosure requirement on encumbrance. The 2018 amendment expanded this to include housing finance companies and SIBNFCs as well.",1
3,TMP_060,TMP,"The original Regulation 22 (2013) was titled 'Segregation of execution services' and applied only to investment advisers that are banks, NBFCs, and body corporates which also provide distribution or execution services. Such entities could continue offering distribution services alongside advice provided they maintained operational segregation, ensured clients were not obligated to avail distribution services, maintained arms-length relationships, and ensured fees were paid directly to service providers. Individual investment advisers were not explicitly covered. The SEBI (Investment Advisers) (Amendment) Regulations, 2020 (w.e.f. 30-09-2020) completely substituted Regulation 22 — retitling it 'Client level segregation of advisory and distribution activities.' The 2020 version imposed a complete prohibition on individual investment advisers (and their families) from providing distribution services, and replaced the prior operational-segregation approach for non-individual entities with a stricter client-level segregation at the group level.","Original scope (2013): Regulation 22 applied specifically to BANKS, NBFCs, AND BODY CORPORATES that provided BOTH investment advisory services AND distribution or execution services. It required segregation of advisory from distribution/execution activities, while permitting the dual offering subject to three conditions: (a) client not obligated to use the adviser's distribution/execution services; (b) arm's length relationship maintained; (c) all fees paid directly by client to service providers (not routed through the investment adviser). 2020 Amendment (w.e.f. 30-09-2020): The amendment fundamentally changed coverage in two ways: (1) INDIVIDUAL investment advisers are now PROHIBITED from providing distribution services at all (a categorical ban, not a conditional permission); (2) NON-INDIVIDUAL investment advisers must maintain CLIENT-LEVEL SEGREGATION at the GROUP LEVEL — a stricter structural separation than the earlier arm's length requirement. The amendment thus narrowed the class of permitted dual-service providers and materially tightened the segregation standards.",1
3,TMP_031,TMP,"15% (until March 31, 2023) → 10% (until March 31, 2024) → 5% (until March 31, 2025) → Complete prohibition from April 1, 2025.","The open-market buy-back limit through stock exchanges was reduced in three steps before a final prohibition: Step 1: Until 31 March 2023 — maximum limit was LESS THAN 15% of paid-up capital and free reserves (standalone or consolidated, whichever is lower). Step 2: Until 31 March 2024 — maximum limit reduced to LESS THAN 10% of paid-up capital and free reserves. Step 3: Until 31 March 2025 — maximum limit further reduced to LESS THAN 5% of paid-up capital and free reserves. Final prohibition: WITH EFFECT FROM 1 APRIL 2025, buy-back from the open market through the stock exchange is NOT ALLOWED at all — a complete prohibition.",1
