id,task_type,difficulty,question,ref_answer,prediction,strict_correct,judge_verdict,judge_reason,judge_input_truncated
NUM_107,numerical_reasoning,medium,"An investment adviser provides investment advice to a client on November 15, 2023. Under SEBI IA Regulations, 2013, what is the earliest date on which the records related to this advice may lawfully be destroyed?","Under Regulation 19(2), records must be preserved for a minimum of 5 years from the date of the advice. From November 15, 2023, adding 5 years gives November 15, 2028. The records must be preserved at least until November 15, 2028 (i.e., the minimum preservation period ends on November 15, 2028). The earliest date on which they may be destroyed is November 16, 2028.","The earliest date the records may be destroyed is November 15, 2028.

Answer: November 15, 2028.",1,1,"The model prediction correctly states that records must be preserved for a minimum of 5 years from the date of the advice, ending on November 15, 2028.",0
NUM_108,numerical_reasoning,easy,"An individual investment adviser currently has 287 clients. Over the next month, 18 new clients are onboarded. How many total clients does the adviser now have, and by how many clients does this exceed the regulatory threshold that triggers mandatory transition to non-individual status?",Total clients after onboarding: 287 + 18 = 305. The regulatory threshold under Regulation 13(e) is 300 clients. Excess above threshold: 305 − 300 = 5 clients. The adviser has exceeded the threshold by 5 clients and must immediately initiate the transition to non-individual investment adviser status.,"The investment adviser now has a total of 305 clients. This exceeds the regulatory threshold of 300 clients by 5 clients.

Calculation:
287 (current clients) + 18 (new clients) = 305 (total clients)
305 (total clients) - 300 (threshold) = 5 (exceedance)

Answer:
305 clients, exceeds by 5 clients.",1,1,The model prediction accurately reflects the total number of clients and the excess above the regulatory threshold.,0
NUM_109,numerical_reasoning,medium,"A part-time investment adviser currently serves 68 clients. They plan to onboard 8 new clients in the coming week. After onboarding all 8 clients, how many total clients will the adviser have, and by how many would this exceed the regulatory limit? How many of the planned new clients can be legitimately onboarded?","Proposed total: 68 + 8 = 76 clients. The regulatory limit under Regulation 13(h) is 75 clients. Excess: 76 − 75 = 1 client. The adviser would exceed the limit by 1. Therefore, only 7 of the 8 planned new clients can be legitimately onboarded (68 + 7 = 75 = limit). The 8th client cannot be onboarded.","The part-time investment adviser currently has 68 clients and plans to onboard 8 more, totaling 76 clients. This exceeds the regulatory limit of 75 by 1 client. Therefore, they can only onboard 7 new clients to stay within the allowed 75.

**Answer:**

After onboarding, the adviser will have 75 clie",0,1,"The model correctly identifies that onboarding 7 new clients will bring the total to 75, which is within the regulatory limit of 75 clients.",0
NUM_110,numerical_reasoning,hard,"An investment adviser issues a buy recommendation on Stock A to clients on January 10. On January 22, the adviser believes the situation has changed and wants to sell Stock A from its own account. Is January 22 within the 15-day prohibition window? If the adviser gives clients a revised assessment on January 22 at 3:00 PM, what is the earliest date and time at which the adviser can enter the contrary own-account sell transaction?","The 15-day prohibition runs from January 10 through January 24 (inclusive; day 1 = January 10, day 15 = January 24). January 22 falls within the prohibition window. Since the situation has changed, the adviser may still transact within the 15-day period provided it gives clients a revised assessment at least 24 hours in advance. If the revised assessment is communicated on January 22 at 3:00 PM, the earliest permissible time to enter the contrary sell transaction is January 23 at 3:00 PM (i.e., 24 hours later).","The 15-day prohibition period starts on January 11 (day 1) and ends on January 24 (day 15). January 22 is within this window. After providing the revised assessment on January 22 at 3:00 PM, the adviser must wait 24 hours. The earliest transaction time is January 23 at 3:00 PM.

Answer: January 22 i",1,0,The model incorrectly states that the 15-day prohibition period starts on January 11 instead of January 10.,0
NUM_111,numerical_reasoning,easy,"An investor lodges a grievance with an investment adviser on March 5, 2025. What is the regulatory deadline by which the investment adviser must redress the grievance under SEBI IA Regulations, 2013?","Under Regulation 21(1), the investment adviser must redress the grievance not later than 21 calendar days from the date of receipt. March 5, 2025 + 21 calendar days = March 26, 2025. The regulatory deadline for redressal is March 26, 2025.","The regulatory deadline is 21 calendar days from March 5, 2025, which is March 25, 2025.

March 25, 2025.",1,1,"The model prediction correctly calculates the deadline as 21 calendar days from March 5, 2025, which is March 25, 2025.",0
NUM_112,numerical_reasoning,easy,"A fintech company seeks a regulatory sandbox exemption from SEBI under the SEBI (Investment Advisers) Regulations, 2013. SEBI grants an initial exemption of 8 months. If SEBI grants an extension, what is the maximum total duration of the regulatory sandbox exemption permissible under these regulations?","Under Regulation 28A(1), a regulatory sandbox exemption may be granted for a period not exceeding twelve months. Regardless of extensions, the total exemption duration cannot exceed 12 months. Even though an initial 8-month exemption was granted, the maximum total duration permissible is 12 months. Any extension beyond the initial 8 months can be for at most 4 more months.","The maximum total duration of the regulatory sandbox exemption is 12 months. 

Calculation: Initial exemption (8 months) + Extension (4 months) = 12 months.

Answer: 12 months.",1,1,"The model correctly states that the maximum total duration of the regulatory sandbox exemption is 12 months, as per Regulation 28A(1) of SEBI (Investment Advisers) Regulations, 2013.",0
NUM_113,numerical_reasoning,medium,"An individual investment adviser collected fees of Rs 2.65 crore in the first eight months of the financial year. In the ninth month they collected Rs 0.22 crore and in the tenth month Rs 0.18 crore. At the end of which month is the fee-based transition threshold breached, and what is the total fee at that point?","Cumulative fees: After 8 months = Rs 2.65 crore. After month 9: 2.65 + 0.22 = Rs 2.87 crore (threshold of Rs 3 crore not yet breached). After month 10: 2.87 + 0.18 = Rs 3.05 crore (exceeds Rs 3 crore). The fee threshold is breached at the end of the 10th month, when total fees reach Rs 3.05 crore. Excess above threshold = Rs 3.05 − Rs 3.00 = Rs 0.05 crore.","The fee-based transition threshold is breached at the end of the 10th month with a total fee of 3.05 crore rupees.

Answer: At the end of the 10th month, the total fee is 3.05 crore rupees.",1,1,The final value and fact match the reference answer.,0
NUM_114,numerical_reasoning,hard,"An investment adviser gave clients a sell recommendation on Bond X on April 1. On April 14, the adviser issues a revised assessment to clients. On April 16, the adviser wants to buy Bond X for its own account (contrary to the original sell recommendation). Is the April 16 transaction permissible?","The 15-day prohibition window runs from April 1 to April 15 (inclusive). April 16 falls outside the 15-day prohibition window, so the adviser may freely enter the contrary own-account buy transaction on April 16 without the need to invoke the revised-assessment exception. The transaction on April 16 is permissible. (Note: the revised assessment on April 14 was not strictly necessary for transacting on April 16, as the prohibition expired on April 15.)","The transaction on April 16 is permissible because the 15-day restriction period ended on April 15, and the revised assessment was provided with sufficient notice.

Answer: Yes, the transaction is permissible.",0,1,The model prediction correctly states that the transaction on April 16 is permissible because it falls outside the 15-day restriction period that ended on April 15.,0
TMP_057,temporal_reasoning,easy,"What was the validity period of an investment adviser's certificate of registration under the original SEBI (Investment Advisers) Regulations, 2013, and when was it changed to perpetual validity?","Under the original 2013 regulations, a certificate of registration was valid for a period of five years from the date of its issue and required renewal thereafter. This was changed to perpetual validity (valid till suspended or cancelled by the Board) by the Securities and Exchange Board of India (Change in Conditions of Registration of Certain Intermediaries) (Amendment) Regulations, 2016, which came into force on 8 December 2016.","The certificate of registration was initially valid for five years under the 2013 regulations. It was amended to perpetual validity on December 8, 2016. 

Answer: The original validity period was five years; it was changed to perpetual validity on December 8, 2016.",1,1,"The model prediction accurately reflects the original validity period of five years and the change to perpetual validity on December 8, 2016, as per the reference answer.",0
TMP_058,temporal_reasoning,easy,"What was the networth requirement for non-individual investment advisers under the SEBI (Investment Advisers) Regulations, 2013 before the 2024 amendment substituted it with a 'deposit' requirement?","Before the substitution by the SEBI (Investment Advisers) (Second Amendment) Regulations, 2024 (w.e.f. 16-12-2024), Regulation 8 required non-individual investment advisers to have a net worth of not less than fifty lakh rupees. Individual investment advisers were required to have net tangible assets of not less than five lakh rupees. The 2024 amendment replaced these specific numerical thresholds with a 'deposit' of such sum as specified by the Board from time to time.","The networth requirement for non-individual investment advisers under the SEBI (Investment Advisers) Regulations, 2013, before the 2024 amendment, was not less than fifty lakh rupees. This requirement was in place until the 2024 amendment substituted it with a 'deposit' requirement effective from De",1,1,"The model prediction correctly states the networth requirement for non-individual investment advisers under the SEBI (Investment Advisers) Regulations, 2013, before the 2024 amendment.",0
TMP_059,temporal_reasoning,medium,"How did the minimum qualification requirement for individual investment advisers under SEBI IA Regulations change with the 2020 amendment, and what further modification was made in 2025?","Under the original 2013 regulations, Regulation 7(1)(a) required a professional qualification or PG degree/diploma of minimum two years duration specifically in finance, accountancy, business management, commerce, economics, capital markets, banking, insurance, or actuarial science — or a CFA Charter. The SEBI (Investment Advisers) (Amendment) Regulations, 2020 (w.e.f. 30-09-2020) broadened this by permitting any professional qualification or graduate/post-graduate degree or diploma with no restriction on field of study, alongside NISM certification. The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 (w.e.f. 25-11-2025) further updated Regulation 7(1)(a) to require only a graduate degree (any discipline) or CFA Charter plus relevant NISM certification — removing the old requirement for a finance-specific discipline or work experience.","The 2020 amendment simplified the qualification requirements to a graduate degree or equivalent, a CFA Charter, and a relevant NISM certification. In 2025, further modifications were made, though specific details aren't provided.",0,1,"The model prediction accurately reflects the changes made in the SEBI IA Regulations in 2020 and 2025, though it lacks specific details about the 2025 amendment.",0
TMP_060,temporal_reasoning,medium,"What was the original scope of Regulation 22 in the SEBI (Investment Advisers) Regulations, 2013, and how did the 2020 amendment fundamentally change its coverage?","The original Regulation 22 (2013) was titled 'Segregation of execution services' and applied only to investment advisers that are banks, NBFCs, and body corporates which also provide distribution or execution services. Such entities could continue offering distribution services alongside advice provided they maintained operational segregation, ensured clients were not obligated to avail distribution services, maintained arms-length relationships, and ensured fees were paid directly to service providers. Individual investment advisers were not explicitly covered. The SEBI (Investment Advisers) (Amendment) Regulations, 2020 (w.e.f. 30-09-2020) completely substituted Regulation 22 — retitling it 'Client level segregation of advisory and distribution activities.' The 2020 version imposed a complete prohibition on individual investment advisers (and their families) from providing distribution services, and replaced the prior operational-segregation approach for non-individual entities with a stricter client-level segregation at the group level.","The original scope of Regulation 22 in 2013 required investment advisers that were banks, NBFCs, or body corporates to segregate their advisory services from distribution or execution activities, with conditions ensuring client autonomy, arm's-length relationships, and direct fee payments. The 2020 ",1,1,The model prediction accurately reflects the original scope of Regulation 22 in 2013 and the fundamental changes introduced by the 2020 amendment.,0
TMP_061,temporal_reasoning,easy,"When was the specific 21-calendar-day deadline for redressing investor grievances introduced for investment advisers, and what did the regulation previously require?","The 21-calendar-day deadline for redressing investor grievances was introduced by the Securities and Exchange Board of India (Facilitation of Grievance Redressal Mechanism) (Amendment) Regulations, 2023, with effect from 18 August 2023. Prior to this amendment, Regulation 21(1) of the SEBI (Investment Advisers) Regulations, 2013 only required that an investment adviser 'redress client grievances promptly' — a qualitative standard with no specific numerical time limit.","The 21-calendar-day deadline was introduced on August 18, 2023. Previously, the regulation required prompt redressal without a specific timeframe.",1,1,The model prediction correctly states the introduction date and the change from a qualitative to a quantitative standard.,0
TMP_062,temporal_reasoning,hard,"What procedural change did the SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 make to the transition process for individual investment advisers who breach the 300-client or Rs 3 crore fee threshold?","The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 (w.e.f. 25-11-2025) amended Regulation 13(e) to add a new intermediate step: upon breaching the threshold, the individual IA must first immediately intimate the Administration and Supervisory Body and initiate the transition process before applying for in-principle approval. The 2020 version of Regulation 13(e) only required directly applying for in-principle registration as a non-individual investment adviser. The 3-month window for applying for in-principle approval was retained by the 2025 amendment, but an explicit intimation obligation was added as a new first step.","The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 introduced two key procedural changes: 

1. **Immediate Intimation and Transition Initiation**: Advisers must now immediately notify the Administration and Supervisory Body and start the transition process upon breaching the thresho",0,1,"The model prediction accurately reflects the procedural change introduced by the SEBI (Investment Advisers) (Second Amendment) Regulations, 2025, which includes immediate intimation and initiation of ",0
TMP_063,temporal_reasoning,medium,"When was the category of 'part-time investment adviser' and the 75-client limit introduced under SEBI IA Regulations, 2013, and what is the definition of a part-time investment adviser?","The concept of 'part-time investment adviser' and the 75-client limit were both introduced by the Securities and Exchange Board of India (Investment Advisers) (Second Amendment) Regulations, 2024, with effect from 16 December 2024. A 'part-time investment adviser' is defined under Regulation 2(1)(qa) as an individual or a firm who, for consideration, is engaged in the business of providing investment advice and is also engaged in any other business activity or employment. Prior to this amendment, there was no regulatory distinction between full-time and part-time investment advisers.","The category of 'part-time investment adviser' and the 75-client limit were introduced on 16-12-2024 under the SEBI (Investment Advisers) (Second Amendment) Regulations, 2024. A part-time investment adviser is defined as an individual or firm providing investment advice while engaged in another busi",1,0,"The introduction of the 'part-time investment adviser' category and the 75-client limit was in 2013, not 2024.",0
TMP_064,temporal_reasoning,medium,"When was the regulatory obligation regarding the use of Artificial Intelligence tools by investment advisers first introduced under SEBI IA Regulations, 2013, and what does it require?","The obligation regarding the use of Artificial Intelligence tools was first introduced by the Securities and Exchange Board of India (Investment Advisers) (Second Amendment) Regulations, 2024, with effect from 16 December 2024 (Regulation 15(14)). It requires that any investment adviser using AI tools for servicing clients — irrespective of the scale or nature of AI adoption — shall be solely responsible for: the security, confidentiality, and integrity of client data; any other information or data used to arrive at investment advice; investment advice based on the output of AI tools; and compliance with all applicable laws.","The regulatory obligation was first introduced on 16-12-2024 under the SEBI (Investment Advisers) (Second Amendment) Regulations, 2024. It requires investment advisers using AI tools to ensure the security, confidentiality, and integrity of client data, use of other information, and compliance with ",1,1,"The model prediction correctly states the introduction date and the requirements of the regulatory obligation regarding the use of AI tools by investment advisers under SEBI IA Regulations, 2013.",0
REG_149,regulatory_interpretation,easy,"Can an entity in India operate as an Alternative Investment Fund without obtaining a certificate of registration from SEBI under the SEBI (AIF) Regulations, 2012?","No. Under Regulation 3(1), no entity or person shall act as an Alternative Investment Fund on and from the commencement of these regulations unless it has obtained a certificate of registration from the Board (SEBI).","No, an entity cannot operate as an Alternative Investment Fund in India without obtaining a certificate of registration from SEBI under the SEBI (AIF) Regulations, 2012.",1,1,The model prediction correctly states that an entity cannot operate as an Alternative Investment Fund in India without obtaining a certificate of registration from SEBI under the SEBI (AIF) Regulation,0
REG_150,regulatory_interpretation,easy,"For how long is a certificate of registration granted to an Alternative Investment Fund under SEBI (AIF) Regulations, 2012 valid?","Under Regulation 3(7), the certificate of registration is valid until the Alternative Investment Fund is wound up. The certificate does not have a fixed time-bound expiry — it remains in force for the entire operational life of the AIF.",The certificate of registration is valid until the Alternative Investment Fund is wound up.,1,1,"The model prediction correctly states that the certificate of registration under Regulation 3(7) of SEBI (AIF) Regulations, 2012, is valid until the Alternative Investment Fund is wound up.",0
REG_151,regulatory_interpretation,medium,"Under SEBI AIF Regulations 2012, what can an AIF that has received in-principle approval (but not yet full registration) do in terms of fundraising, and what is it prohibited from doing?","Under Regulation 6(5), an AIF that has been granted in-principle approval may accept commitments from investors. However, it shall not accept any monies (actual cash) until it is granted the full certificate of registration. The AIF must also comply with any remaining eligibility conditions (under Reg 4(c) or (d)) within six months from the date of in-principle approval to obtain full registration.",An AIF with in-principle approval can accept investor commitments but cannot accept any funds until fully registered.,1,1,"The model prediction accurately reflects the SEBI AIF Regulations 2012, stating that an AIF with in-principle approval can accept investor commitments but cannot accept any funds until it is fully reg",0
REG_152,regulatory_interpretation,medium,"What are the three categories of Alternative Investment Funds under SEBI (AIF) Regulations, 2012, and what is the key distinguishing characteristic of each?","Under Regulation 3(4): Category I AIFs invest in start-ups, early stage ventures, social ventures, SMEs, infrastructure, or sectors considered socially/economically desirable — includes venture capital funds, SME funds, angel funds, social impact funds, and infrastructure funds. Category II AIFs are those that do not fall in Category I or III and do not undertake leverage beyond what is permitted in these regulations — includes private equity funds and debt funds. Category III AIFs employ diverse or complex trading strategies and may employ leverage through listed or unlisted derivatives — includes hedge funds.","The three categories of Alternative Investment Funds (AIFs) under SEBI Regulations, 2012, are:

1. **Category I AIF**: Invests in socially or economically desirable sectors like start-ups, SMEs, and infrastructure. Includes venture capital and social impact funds.

2. **Category II AIF**: Does not u",1,1,"The model prediction accurately describes the three categories of AIFs under SEBI Regulations, 2012, with correct distinguishing characteristics for each category.",0
REG_153,regulatory_interpretation,easy,"What is the minimum corpus requirement for each scheme of an Alternative Investment Fund under SEBI AIF Regulations, 2012? Does this requirement differ for social impact funds?","Under Regulation 10(b), each scheme of an AIF must have a corpus of at least Rs twenty crore. However, for social impact funds, each scheme must have a corpus of at least Rs five crore — a reduced threshold recognizing the social purpose of such funds.","The minimum corpus requirement for each scheme of an Alternative Investment Fund under SEBI AIF Regulations, 2012 is twenty crore rupees. However, for social impact funds, the requirement is reduced to five crore rupees. 

Answer: The minimum corpus requirement is twenty crore rupees for each scheme",0,1,"The model prediction correctly states the minimum corpus requirement for each scheme of an Alternative Investment Fund under SEBI AIF Regulations, 2012, and correctly identifies the reduced threshold ",0
REG_154,regulatory_interpretation,medium,"What is the minimum investment that an investor must make in an Alternative Investment Fund scheme under SEBI AIF Regulations, 2012? Are there any exceptions to this minimum?","Under Regulation 10(c), the minimum investment by any investor in an AIF scheme is Rs one crore. Two exceptions apply: (1) employees or directors of the AIF, or employees or directors of the Manager, have a reduced minimum of Rs twenty-five lakh; (2) the minimum investment requirement does not apply at all to accredited investors.","The minimum investment required in an Alternative Investment Fund (AIF) under SEBI AIF Regulations, 2012, is one crore rupees. Exceptions include a lower minimum of twenty-five lakh rupees for employees or directors of the AIF or its Manager, and no minimum requirement for accredited investors. 

An",1,1,"The model prediction accurately reflects the minimum investment requirements and exceptions as per Regulation 10(c) of SEBI AIF Regulations, 2012.",0
REG_155,regulatory_interpretation,medium,"What continuing interest is the Manager or Sponsor of an Alternative Investment Fund required to maintain under SEBI AIF Regulations, 2012? Does the requirement differ between Category I/II and Category III funds?","Under Regulation 10(d), the Manager or Sponsor must maintain a continuing interest of not less than 2.5% of the corpus or Rs 5 crore, whichever is lower, in the form of investment in the AIF (not via waiver of management fees). For Category III AIFs, the threshold is higher: not less than 5% of the corpus or Rs 10 crore, whichever is lower.","The Manager or Sponsor of an Alternative Investment Fund must maintain a continuing interest of at least 2.5% of the corpus or ₹5 crore, whichever is lower, for Category I and II funds. For Category III funds, the requirement is higher, at 5% of the corpus or ₹10 crore, whichever is lower. This inte",1,1,"The model prediction accurately reflects the continuing interest requirements for Managers or Sponsors of Alternative Investment Funds under SEBI AIF Regulations, 2012, with the correct thresholds for",0
REG_156,regulatory_interpretation,easy,"What is the maximum number of investors permitted in a single scheme of an Alternative Investment Fund under SEBI AIF Regulations, 2012? Are accredited investors counted toward this limit?","Under Regulation 10(f), no scheme of an AIF shall have more than one thousand investors. Accredited investors are explicitly excluded from the computation of this investor count — meaning the 1,000-investor cap applies only to non-accredited investors.","The maximum number of investors permitted in a single scheme of an Alternative Investment Fund under SEBI AIF Regulations, 2012, is 1,000. Accredited investors are not counted toward this limit. 

Answer: The maximum number of investors permitted is 1,000, and accredited investors are excluded from ",0,1,"The model prediction correctly states the maximum number of investors as 1,000 and correctly excludes accredited investors from this count.",0
REG_157,regulatory_interpretation,easy,"What level of investor consent is required to make a material alteration to an Alternative Investment Fund's strategy under SEBI AIF Regulations, 2012?","Under Regulation 9(2), any material alteration to the fund strategy requires the consent of at least two-thirds of unit holders by value of their investment in the Alternative Investment Fund.",At least two-thirds of unit holders by value of their investment must consent to any material alteration in the fund strategy.,1,1,"The model prediction correctly states the requirement for investor consent as per Regulation 9(2) of SEBI AIF Regulations, 2012.",0
REG_158,regulatory_interpretation,medium,"What are the requirements for filing a placement memorandum before launching a new scheme under SEBI AIF Regulations, 2012? Is there any fee exemption?","Under Regulation 12(2), a placement memorandum must be filed with the Board through a merchant banker at least thirty days prior to the launch of the scheme, along with the fees as specified in the Second Schedule. There is one fee exemption: the payment of scheme fees does not apply in case of the launch of the first scheme by an Alternative Investment Fund.","The requirements for filing a placement memorandum before launching a new scheme under SEBI AIF Regulations, 2012, include submitting it through a merchant banker at least 30 days prior to the launch, accompanied by the specified fees. However, there is a fee exemption for the launch of the first sc",1,1,"The model prediction accurately reflects the requirements for filing a placement memorandum under SEBI AIF Regulations, 2012, and correctly states the fee exemption for the first scheme.",0
REG_159,regulatory_interpretation,medium,"What are the structural and tenure requirements applicable to Category I and II Alternative Investment Funds, and how do they differ from Category III AIFs?","Under Regulations 13(1) and (2), Category I and II AIFs must be close-ended and the tenure of the fund or scheme must be determined at the time of application; such funds or their schemes must have a minimum tenure of three years. Under Regulation 13(3), schemes of Category III AIFs have no such restriction — they may be open-ended or close-ended.","Category I and II AIFs must be close-ended with a minimum tenure of three years. In contrast, Category III AIFs can be either open-ended or close-ended, offering more structural flexibility.",1,1,The model prediction accurately reflects the structural and tenure requirements for Category I and II AIFs as compared to Category III AIFs as per the referenced regulations.,0
REG_160,regulatory_interpretation,medium,"Under SEBI AIF Regulations, 2012, by how many years can the tenure of a close-ended AIF be extended, and what investor approval is required? Is there a special provision for Accredited Investors only funds?","Under Regulation 13(5), the tenure of a close-ended AIF may be extended by up to two years, subject to the approval of two-thirds of unit holders by value of their investment. For Accredited Investors only funds, there is a special provision — their tenure may be extended by up to five years (instead of two), subject to the same approval threshold of two-thirds of unit holders by value.","Under SEBI AIF Regulations, 2012, the tenure of a close-ended AIF can be extended by up to two years, requiring approval from two-thirds of the unit holders by value. For Accredited Investors only funds, the extension can be up to five years with the same two-thirds approval. 

Answer: The tenure ca",1,1,"The model prediction accurately reflects the SEBI AIF Regulations, 2012, regarding the extension of tenure for close-ended AIFs and Accredited Investors only funds.",0
REG_161,regulatory_interpretation,easy,"What are the conditions under which the units of a close-ended AIF may be listed on a stock exchange under SEBI AIF Regulations, 2012?","Under Regulation 14, units of a close-ended AIF may be listed on a stock exchange subject to two conditions: (1) the minimum tradable lot must be Rs one crore; and (2) listing is permitted only after the final close of the fund or scheme. Listing is not permitted prior to the final close.","The units of a close-ended AIF may be listed on a stock exchange under the following conditions:

1. The minimum tradable lot size is one crore rupees.
2. Listing is permitted only after the final close of the fund or scheme.",1,1,"The model prediction accurately reflects the conditions under Regulation 14 of the SEBI AIF Regulations, 2012 for listing units of a close-ended AIF on a stock exchange.",0
REG_162,regulatory_interpretation,medium,"What is the single-investee concentration limit for Category I and II Alternative Investment Funds under SEBI AIF Regulations, 2012? Does this limit differ for large value funds for accredited investors?","Under Regulation 15(1)(c), Category I and II AIFs may invest not more than 25% of their investable funds in any single investee company (directly or through other AIF units). Large value funds for accredited investors in Category I and II may invest up to 50% of investable funds in a single investee company.","The single-investee concentration limit for Category I and II Alternative Investment Funds is 25% of their investable funds. However, large value funds for accredited investors are allowed to invest up to 50%. 

Answer: The single-investee concentration limit is 25% for Category I and II AIFs, but i",0,1,"The model prediction correctly states the single-investee concentration limit for Category I and II AIFs as 25% and correctly notes the exception for large value funds for accredited investors, which ",0
REG_163,regulatory_interpretation,medium,"What is the single-investee concentration limit for Category III Alternative Investment Funds under SEBI AIF Regulations, 2012?","Under Regulation 15(1)(d), Category III AIFs may invest not more than 10% of their investable funds in any single investee company (directly or through other AIF units). Large value funds for accredited investors in Category III may invest up to 20% of investable funds in a single investee company.","The single-investee concentration limit for Category III Alternative Investment Funds under SEBI AIF Regulations, 2012 is 10% of the investable funds.",0,1,"The model prediction correctly states the single-investee concentration limit for Category III AIFs as 10% under SEBI AIF Regulations, 2012.",0
REG_164,regulatory_interpretation,medium,"Under SEBI AIF Regulations, 2012, what investor approval is required before an AIF can invest in its associate companies or in units of other AIFs managed by the same manager or sponsor?","Under Regulation 15(1)(e), an AIF requires the approval of 75% of investors by value of their investment before investing in: (a) its associates, or (b) units of AIFs managed or sponsored by its Manager, Sponsor, or their associates.","Under the SEBI AIF Regulations, 2012, an Alternative Investment Fund requires approval from at least seventy-five percent of its investors by value of their investment before it can invest in associate companies or units of other AIFs managed by the same manager or sponsor.",1,1,The model prediction correctly paraphrases the requirement for 75% investor approval before an AIF can invest in its associates or other AIFs managed by the same manager or sponsor as per Regulation 1,0
REG_165,regulatory_interpretation,hard,"Under what conditions may a Category I Alternative Investment Fund borrow funds under SEBI AIF Regulations, 2012? What are the specific restrictions on such borrowing?","Under Regulation 16(1)(c), Category I AIFs shall not borrow funds or engage in leverage for investment purposes. The only permitted borrowing is for temporary funding requirements and day-to-day operational requirements, subject to three cumulative conditions: (1) borrowing shall not be for more than thirty days at a time; (2) borrowing shall not occur on more than four occasions in a year; and (3) borrowing shall not exceed ten percent of the investable funds.","A Category I Alternative Investment Fund may borrow funds to meet temporary funding requirements and day-to-day operational needs. The specific restrictions are that the borrowing must not exceed thirty days, occur no more than four times a year, and not exceed ten percent of the investable funds.",1,1,"The model prediction accurately reflects the restrictions on borrowing for Category I AIFs as per Regulation 16(1)(c) of SEBI AIF Regulations, 2012.",0
REG_166,regulatory_interpretation,medium,"What minimum percentage of investable funds must a venture capital fund (which is a sub-category of Category I AIF) invest in qualifying instruments under SEBI AIF Regulations, 2012?","Under Regulation 16(2)(a), at least 75% of the investable funds of a venture capital fund must be invested in unlisted equity shares or equity-linked instruments of a venture capital undertaking, or in companies listed or proposed to be listed on an SME exchange or SME segment of an exchange. This 75% threshold must be achieved by the fund by the end of its life cycle.",75%,1,1,"The model prediction matches the minimum percentage requirement as stated in Regulation 16(2)(a) of SEBI AIF Regulations, 2012.",0
NUM_115,numerical_reasoning,medium,"A Category I AIF has a total corpus of Rs 300 crore. What is the minimum continuing interest the Manager or Sponsor must maintain in this fund under SEBI AIF Regulations, 2012?","The continuing interest requirement is the lower of: (a) 2.5% of corpus = 2.5% × Rs 300 crore = Rs 7.5 crore, or (b) Rs 5 crore. Since Rs 5 crore < Rs 7.5 crore, the minimum continuing interest is Rs 5 crore. The Manager/Sponsor must maintain at least Rs 5 crore of investment in the fund.","The minimum continuing interest required is the lower of 2.5% of the corpus or ₹5 crore. 

2.5% of ₹300 crore = ₹7.5 crore.

Since ₹5 crore is lower than ₹7.5 crore, the minimum continuing interest is ₹5 crore.

₹5 crore.",1,1,"The model prediction correctly identifies the minimum continuing interest as ₹5 crore, which is the lower of 2.5% of the corpus or ₹5 crore.",0
NUM_116,numerical_reasoning,medium,A Category III AIF (hedge fund) has a corpus of Rs 150 crore. What is the minimum continuing interest the Manager or Sponsor is required to maintain in this fund?,"For Category III AIFs, the continuing interest must be the lower of: (a) 5% of corpus = 5% × Rs 150 crore = Rs 7.5 crore, or (b) Rs 10 crore. Since Rs 7.5 crore < Rs 10 crore, the minimum continuing interest is Rs 7.5 crore.","The minimum continuing interest required is 7.5 crore rupees.

Answer: Rs 7.5 crore.",1,1,"The model prediction correctly identifies the minimum continuing interest as Rs 7.5 crore, which is the lower of the two thresholds specified in the reference answer.",0
NUM_117,numerical_reasoning,medium,"An AIF Manager is planning to launch three schemes: Scheme A (private equity fund), Scheme B (social impact fund), and Scheme C (infrastructure fund). What is the minimum total corpus that must be raised across all three schemes to comply with SEBI AIF Regulations, 2012?","Scheme A (private equity, Category II): minimum Rs 20 crore. Scheme B (social impact fund, Category I): minimum Rs 5 crore. Scheme C (infrastructure fund, Category I): minimum Rs 20 crore. Total minimum corpus = Rs 20 crore + Rs 5 crore + Rs 20 crore = Rs 45 crore.","The minimum total corpus required is calculated by adding the individual minimums for each scheme. Scheme A (private equity) and Scheme C (infrastructure) each require ₹20 crore, while Scheme B (social impact) requires ₹5 crore. 

Calculation:
- Scheme A: ₹20 crore
- Scheme B: ₹5 crore
- Scheme C: ₹",1,1,"The model correctly calculated the total minimum corpus by summing the individual minimums for each scheme as per SEBI AIF Regulations, 2012.",0
