id,task_type,auto_score,judge_score,flipped,judge_reason,question,ref_answer,prediction,model
TMP_031,temporal_reasoning,0,0,False,"The model prediction is incomplete as it accurately describes only the first two steps of the reduction but fails to include the 5% limit until March 31, 2025, and the complete prohibition from April ",Describe the step-by-step reduction in the maximum open-market buy-back limit th,"15% (until March 31, 2023) → 10% (until March 31, 2024) → 5% (until March 31, 20",- Until 31 Mar 2023 – open‑market buy‑back via a stock exchange may not exceed 1,GPT-OSS 120B
TMP_033,temporal_reasoning,0,1,True,"The model accurately lists the key dates and events in the correct chronological order, matching the information provided in the reference answer.","In chronological order, what are the key dates in the lifecycle of the GoI dated","March 28 (announcement), March 30 – April 02 ('When Issued' trading period), Apr","- 28 Mar 2026 – GoI issues the notification (F.No.4(1)-B(W&M)/2026).  
- 30 Mar ",GPT-OSS 120B
TMP_035,temporal_reasoning,0,1,True,"The model correctly identifies the base period of two years and the potential extension of up to six months, leading to a maximum total time of two and a half years, which matches the reference answer","Under SEBI (Intermediaries) Regulations 2008, an intermediary holding a permanen","Two years plus up to six months extension, for a maximum of two and a half years",The intermediary must submit Form A within 2 years of the regulations’ commencem,GPT-OSS 120B
TMP_040,temporal_reasoning,0,1,True,"The model correctly calculates the 15-month deadline for the renewal application based on the 18-month expiry and the 3-month prior application requirement, and it correctly acknowledges that this is ",An intermediary's time-limited certificate expires in 18 months from the commenc,The intermediary must apply at least three months before the earlier of: (a) exp,It must file the renewal application at least three months before its 18‑month e,GPT-OSS 120B
TMP_044,temporal_reasoning,0,1,True,"The model prediction accurately states the final date for the buy-back completion, which matches the date provided in the reference answer.","A company completed its buy-back (i.e., made the final payment to shareholders) ","June 15, 2026 — one year from the expiry date (June 15, 2025) of the buyback per",June 15 2026.,GPT-OSS 120B
TMP_045,temporal_reasoning,0,1,True,"The model correctly identifies that the Maximum Eligible Dividend is a cumulative cap for the entire financial year, applying across both interim and final payments, which aligns with the reference an","In Illustration 3 of the RBI SFB Dividend Directions 2026, the bank paid interim",The constraint applies cumulatively across both payments. The Maximum Eligible D,"The sequencing shows that the Maximum Eligible Dividend (₹1,125 cr) is a **cumul",GPT-OSS 120B
REG_055,regulatory_interpretation,0,1,True,"The model prediction ""Quarterly"" conveys the same frequency as the reference answer ""On a quarterly basis,"" which is considered a match according to the rules for paraphrasing and different formatting","Under SEBI (InvIT) Regulations 2014, how frequently must the trustee obtain a co",On a quarterly basis,Quarterly.,GPT-OSS 120B
REG_058,regulatory_interpretation,0,1,True,"The model correctly identifies the minimum percentage, as ""not less than ninety per cent"" means ninety per cent is the minimum.","Under SEBI (InvIT) Regulations 2014, what minimum percentage of its assets must ",Not less than ninety per cent,Ninety percent.,GPT-OSS 120B
REG_059,regulatory_interpretation,0,1,True,"The model prediction accurately states the minimum net worth value and threshold as ""More than ₹500 crore"", which matches ""More than five hundred crore rupees"" from the reference answer, despite minor","Under SEBI (InvIT) Regulations 2014 (as currently in force), what minimum net wo","More than five hundred crore rupees, as per the latest audited financial stateme",More than ₹500 crore of net worth.,GPT-OSS 120B
REG_064,regulatory_interpretation,0,1,True,"The model correctly identifies the number 'four' which is the key value in the limit ""not more than four"", without contradicting the reference.","Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, wh",Not more than four,Four public issuances.,GPT-OSS 120B
REG_065,regulatory_interpretation,0,1,True,"The model prediction correctly states ""the preceding 365 days"", which is the numerical equivalent of ""the preceding three hundred and sixty five days"" from the reference answer, and provides relevant ","Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, fo",The preceding three hundred and sixty five days,The issuer must have a clean repayment record for the preceding 365 days.,GPT-OSS 120B
REG_066,regulatory_interpretation,0,1,True,"The model prediction accurately states the 'ninetieth day' as the effective date, which matches the reference answer, and provides relevant context without contradicting the core fact.","Under SEBI (Investment Advisers) Regulations 2013, on which day from the date of",The ninetieth day,The regulations came into force on the 90th day after their publication in the O,GPT-OSS 120B
NUM_033,numerical_reasoning,0,1,True,"The model prediction correctly calculates the final value of ₹20 lakh and follows the same logical steps as the reference answer, including the comparison with the ₹50 lakh ceiling.","Under SEBI (InvIT) Regulations 2014, if an entity associated with the InvIT has ","Twenty lakh rupees (two per cent of ten crore rupees, being lower than fifty lak","2 % of ₹10 crore = 0.02 × ₹10 crore  
= 0.02 × ₹100 million = ₹2 million = ₹20 l",GPT-OSS 120B
NUM_036,numerical_reasoning,0,1,True,"The model correctly identifies the threshold and determines that 499 crore rupees falls below the required ""more than five hundred crore rupees"" net worth, aligning with the reference answer.","Under SEBI (InvIT) Regulations 2014, does a family trust with a net worth of fou",No. The threshold is more than five hundred crore rupees; four hundred and ninet,"**Calculation:**  
Net‑worth of the family trust = 499 crore rupees  
Required n",GPT-OSS 120B
NUM_037,numerical_reasoning,0,1,True,"The model correctly identifies the 70% ownership and the 75% threshold, leading to the accurate conclusion that the entity does not qualify as Category I.","Under SEBI (FPI) Regulations 2019, if a government-linked entity is 70% directly",No. The minimum threshold for government ownership is at least seventy-five per ,"Ownership = 70 %  
Threshold for Category I (government‑linked) = ≥ 75 %  

70 %",GPT-OSS 120B
NUM_038,numerical_reasoning,0,1,True,"The model correctly calculates the percentage of transactions, applies the 10% threshold, and reaches the same conclusion as the reference answer.","Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth ei","No. Eight lakh rupees out of ninety lakh rupees is approximately 8.9 per cent, w","Transaction amount = ₹8 lakh  
Gross turnover = ₹90 lakh  

Percentage = (8 / 90",GPT-OSS 120B
NUM_039,numerical_reasoning,0,0,False,"The model incorrectly identifies 31 March as the later of the two dates to start the 30-day calculation from, and its final answer of ""31 March"" is an intermediate calculation point, not the final dea","Under SEBI (FPI) Regulations 2019, if a designated depository participant applic","By 24 April (thirty days from 25 March, the date all required information was fu","- Application received: 1 Mar  
- 30 days after receipt: 1 Mar + 30 days = 31 Ma",GPT-OSS 120B
REG_097,regulatory_interpretation,0,1,True,"The model prediction ""At least 50 percent"" conveys the exact same proportion as the reference answer ""At least fifty per cent"", satisfying the condition of matching value despite different formatting.",What minimum proportion of the board of directors of an AMC must comprise direct,At least fifty per cent,At least 50 percent.,GPT-OSS 120B
REG_102,regulatory_interpretation,0,0,False,"The model incorrectly states the extended deadline can be up to June 30th, whereas the reference states it is up to two months from the financial year's commencement (which would be May 31st or June 1","By what date must a mutual fund pay its annual service fee, and what is the maxi",Before the 15th April each year; the Board may allow payment up to two months fr,By 15 April each year; SEBI may extend the deadline to any time within two month,GPT-OSS 120B
NUM_088,numerical_reasoning,0,1,True,"The model correctly states the standard minimum net worth requirement as ₹50 crore, which matches the reference answer, with additional accurate context.",What is the standard minimum networth requirement for an AMC under SEBI (Mutual ,Not less than rupees fifty crore,Standard minimum net‑worth requirement = **₹ 50 crore**. (Only if the sponsor do,GPT-OSS 120B
NUM_090,numerical_reasoning,0,1,True,The model prediction states the same minimum networth value as the reference answer.,What is the minimum networth required for an AMC that is only eligible to launch,Not less than rupees ten crore,Minimum networth = 10 crore rupees.,GPT-OSS 120B
NUM_091,numerical_reasoning,0,0,False,"The reference answer is truncated for the combined experience requirement (""of at le"") and does not provide the ""30 years"" specified in the model prediction.","Under the 2023 amendment to Regulation 7, if a sponsor fails all eligibility req",AMC net worth not less than rupees one hundred fifty crore; locked-in for five y,"- AMC capitalization threshold: **₹ 150 crore**  
- Lock‑in period for the spons",GPT-OSS 120B
NUM_093,numerical_reasoning,0,1,True,"The model accurately represents the definition of Adjusted Profit After Tax by converting ""50 per cent"" to ""0.5"" and expressing the components in a clear formula, which is considered correct as per th",How is 'Adjusted Profit After Tax (PAT)' defined under the RBI SFB Dividend Dire,PAT of the financial year minus 50 per cent of Net NPA as on March 31 of the fin,**Adjusted Profit After Tax (PAT) = PAT (₹) − 0.5 × Net NPA (₹) (as on 31 Mar of,GPT-OSS 120B
NUM_095,numerical_reasoning,0,1,True,"The model correctly calculates the Adjusted PAT, 75% of PAT, and 40% of Adjusted PAT, and then correctly identifies the lower value as the maximum eligible dividend, which matches the reference answer","In Illustration 1 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs","Rs5,500 crore (40% of Adjusted PAT of Rs13,750 crore, which is lower than 75% of","Adjusted PAT = 17,000 cr – ½ × 6,500 cr = 17,000 – 3,250 = 13,750 cr  
75 % of P",GPT-OSS 120B
NUM_096,numerical_reasoning,0,1,True,"The model prediction's final answer of 625 crore matches the reference answer, and the intermediate steps are consistent with calculating the maximum eligible dividend and subtracting the interim divi","In Illustration 3, a bank has PAT of Rs1,500 crore, Net NPA of Rs300 crore, Tier","Rs625 crore (maximum eligible dividend of Rs1,125 crore minus interim dividend a","Adjusted PAT = 1,500 cr – 50 % × 300 cr = 1,350 cr  
E = 75 % × 1,500 cr = 1,125",GPT-OSS 120B
NUM_097,numerical_reasoning,0,1,True,"The model correctly calculates all intermediate values and identifies the final dividend amount of Rs 19,000 crore, which matches the reference answer.","In Illustration 2 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs","Rs19,000 crore (50% of Adjusted PAT of Rs38,000 crore, which is lower than 75% o","Adjusted PAT = PAT – 50 % × Net NPA  
= 40,500 cr – 0.5 × 5,000 cr = 40,500 cr –",GPT-OSS 120B
TMP_046,temporal_reasoning,0,1,True,"The model prediction correctly states ""at least 50 %"", which matches the numerical value and threshold of ""At least 50 per cent"" in the reference answer.",What minimum proportion of independent trustees did SEBI (Mutual Funds) Regulati,At least 50 per cent,"The original SEBI (Mutual Funds) Regulations, 1996 required **at least 50 %** of",GPT-OSS 120B
TMP_047,temporal_reasoning,0,1,True,"The model correctly states the minimum AMC net worth as rupees fifty crore, which matches the reference answer.",What minimum AMC networth was introduced by the SEBI (Mutual Funds) Amendment Re,Rupees fifty crore (replacing the original requirement of rupees ten crore),"The SEBI (Mutual Funds) Amendment Regulations, 2014 raised the minimum net‑worth",GPT-OSS 120B
TMP_048,temporal_reasoning,0,1,True,"The model prediction accurately provides the correct date of 27 September 2002, which matches the reference answer's 27-9-2002.","From what date were Regulations 69 to 74 of SEBI (Mutual Funds) Regulations, 199",27-9-2002,They were omitted with effect from 27 September 2002.,GPT-OSS 120B
NUM_099,numerical_reasoning,0,1,True,The model accurately states the maximum percentage and the required approvals for the single-issuer debt investment limit as per the reference answer.,To what maximum percentage of NAV can the single-issuer debt investment limit be,"Up to 12% of NAV, with prior approval of both the Board of Trustees and the Boar","**Calculation**

- Original single‑issuer debt limit = 10 % of NAV  
- Extension",GPT-OSS 120B
NUM_103,numerical_reasoning,0,1,True,"The model correctly calculates the total holding as 10.5% and correctly identifies that this exceeds the 10% permissible limit, leading to the same negative answer as the reference.",All schemes of a mutual fund together hold 9.5% of ABC Limited's paid-up capital,"No. The combined holding would reach 10.5%, exceeding the 10 per cent cap on own","Current holding: 9.5 %  
Proposed additional acquisition: +1 %  
Total after acq",GPT-OSS 120B
NUM_104,numerical_reasoning,0,1,True,"The model's final answer of Rs 100 crore matches the reference answer, derived from the correct calculation of 5% of Rs 2,000 crore.","The total NAV of all schemes managed by an AMC is Rs2,000 crore. What is the max","Rs100 crore (5% of Rs2,000 crore)","Maximum aggregate investment = 5 % of total NAV  

\(5\% \times Rs\,2{,}000\text",GPT-OSS 120B
NUM_105,numerical_reasoning,0,1,True,"The model correctly calculates the maximum investment as 10% of the NAV, matching the final value in the reference answer.","A mutual fund scheme (non-index, non-ETF) has NAV of Rs800 crore. What is the ma",Rs80 crore (10% of Rs800 crore NAV),"Maximum investment = 10 % × NAV  
= (10 / 100) × Rs 800 crore  
= Rs 80 crore  
",GPT-OSS 120B
NUM_106,numerical_reasoning,0,1,True,"The model accurately states the maximum initial issue expense ratio as 6% of funds raised and the date of omission as 16-04-2008, matching the reference answer.",What was the maximum initial issue expense ratio for a mutual fund scheme under ,Six per cent of funds raised; the clause was omitted w.e.f. 16-4-2008,"Maximum initial‑issue expense ratio: 6 % (i.e., 0.06 of the funds raised)  
Prov",GPT-OSS 120B
TMP_053,temporal_reasoning,0,1,True,"The model prediction accurately paraphrases the fundamental change, including the removal of specific allowances for unlisted equity and the new requirement for all equity investments to be listed.",What fundamental change did the SEBI (Mutual Funds) Second Amendment Regulations,"Replaced the limited allowance for unlisted equity (5% for open-ended, 10% for c",The amendment scrapped the earlier carve‑out that let schemes hold up to 5 % (op,GPT-OSS 120B
REG_133,regulatory_interpretation,0,0,False,"The model prediction states ""Yes"" and that incidental advice by a CA requires registration, which contradicts the reference answer's ""No"" and the common understanding that Regulation 4(f) typically ex",Does a Chartered Accountant who incidentally provides investment advice to clien,"No. Under Regulation 4(f), any member of the Institute of Chartered Accountants ","Yes. Under Regulation 4(f), a Chartered Accountant who gives investment advice i",GPT-OSS 120B
REG_138,regulatory_interpretation,0,1,True,"The model prediction of ""75 clients"" accurately reflects the maximum number of clients stated as ""seventy-five clients"" in the reference answer.",What is the maximum number of clients that a part-time investment adviser regist,A part-time investment adviser shall not have more than seventy-five clients in ,75 clients.,GPT-OSS 120B
NUM_107,numerical_reasoning,0,1,True,"The model correctly calculates the earliest lawful destruction date by adding 5 years to the date of the advice, matching the implied result from the reference.","An investment adviser provides investment advice to a client on November 15, 202","Under Regulation 19(2), records must be preserved for a minimum of 5 years from ","Calculation: 15 Nov 2023 + 5 years = 15 Nov 2028.  

**Earliest lawful destructi",GPT-OSS 120B
NUM_114,numerical_reasoning,0,1,True,"The model correctly identifies the 15-day restriction period as April 1 through April 15, matching the reference answer's definition of the prohibition window.",An investment adviser gave clients a sell recommendation on Bond X on April 1. O,The 15-day prohibition window runs from April 1 to April 15 (inclusive). April 1,"**Calculation**

- Original advice date: April 1.  
- 15‑day restriction period:",GPT-OSS 120B
TMP_059,temporal_reasoning,0,1,True,"The model accurately states the qualification requirements as per Regulation 7(1)(a) pre-2020, which aligns with and expands upon the incomplete reference answer without contradiction.",How did the minimum qualification requirement for individual investment advisers,"Under the original 2013 regulations, Regulation 7(1)(a) required a professional ",- Pre‑2020 (Regulation 7(1)(a)): An individual adviser had to hold either a prof,GPT-OSS 120B
REG_151,regulatory_interpretation,0,1,True,"The model prediction accurately paraphrases the reference answer, stating that an AIF with in-principle approval can accept commitments but not money until full registration, which aligns with Regulat","Under SEBI AIF Regulations 2012, what can an AIF that has received in-principle ","Under Regulation 6(5), an AIF that has been granted in-principle approval may ac","It may take investors’ commitments, but it may not receive any money from them u",GPT-OSS 120B
REG_153,regulatory_interpretation,0,1,True,"The model correctly states the minimum corpus of ₹20 crore for AIF schemes, matching the reference, and completes the truncated reference by accurately stating the ₹5 crore requirement for social impa",What is the minimum corpus requirement for each scheme of an Alternative Investm,"Under Regulation 10(b), each scheme of an AIF must have a corpus of at least Rs ",The minimum corpus for each scheme of an Alternative Investment Fund is ₹20 cror,GPT-OSS 120B
REG_156,regulatory_interpretation,0,1,True,"The model correctly states the maximum number of investors (1000) and accurately notes that accredited investors are excluded from this count, matching the reference answer.",What is the maximum number of investors permitted in a single scheme of an Alter,"Under Regulation 10(f), no scheme of an AIF shall have more than one thousand in","The limit is 1,000 investors per scheme. Accredited investors are excluded and t",GPT-OSS 120B
REG_164,regulatory_interpretation,0,1,True,"The model prediction accurately states the required investor approval of at least 75% of the total investment value, which matches the reference answer's requirement of 75% of investors by value of th","Under SEBI AIF Regulations, 2012, what investor approval is required before an A","Under Regulation 15(1)(e), an AIF requires the approval of 75% of investors by v",Approval of investors representing at least 75 % of the total investment value i,GPT-OSS 120B
REG_165,regulatory_interpretation,0,1,True,"The model prediction accurately states the conditions for permitted borrowing by Category I AIFs, which elaborates on the incomplete reference answer's mention of ""The only permitted borrowing is for ",Under what conditions may a Category I Alternative Investment Fund borrow funds ,"Under Regulation 16(1)(c), Category I AIFs shall not borrow funds or engage in l",A Category I AIF may borrow only to meet **temporary funding or day‑to‑day opera,GPT-OSS 120B
REG_166,regulatory_interpretation,0,1,True,"The model prediction correctly identifies the minimum percentage as 75%, which matches the numerical value stated in the reference answer.",What minimum percentage of investable funds must a venture capital fund (which i,"Under Regulation 16(2)(a), at least 75% of the investable funds of a venture cap",At least 75 percent.,GPT-OSS 120B
TMP_067,temporal_reasoning,0,1,True,The model correctly identifies the effective date and accurately describes how Regulation 15(1)(e) was broadened by the amendment to include prohibition on investments in units of AIFs managed or spon,"What change did the SEBI (AIF) (Second Amendment) Regulations, 2021 make to the ","The SEBI (Alternative Investment Funds) (Second Amendment) Regulations, 2021 (w.","The amendment, effective 5 May 2021, broadened Regulation 15(1)(e) from prohibit",GPT-OSS 120B
TMP_071,temporal_reasoning,0,1,True,"The model correctly identifies the effective date and the regulation amended, and accurately states that accredited investors are no longer counted towards the 1,000-investor limit, which is consisten","What change did the SEBI (AIF) (Third Amendment) Regulations, 2025 make to how t","The SEBI (Alternative Investment Funds) (Third Amendment) Regulations, 2025 (w.e","The amendment (effective 19 Nov 2025) changed Regulation 10(f) so that, when app",GPT-OSS 120B
REG_169,regulatory_interpretation,0,1,True,"The model's prediction accurately rephrases the information provided in the reference answer, stating that the certificate remains valid indefinitely until suspended or cancelled by the Board.",How long is a certificate of registration granted to a credit rating agency unde,"Under Regulation 8(2), the certificate of registration is valid unless it is sus",It remains valid indefinitely—until the Board suspends or cancels it.,GPT-OSS 120B
REG_176,regulatory_interpretation,0,0,False,"The model prediction includes a requirement to provide the rating's rationale, which is not mentioned in the provided reference answer.",What disclosure obligations about rating definitions and rationale must a credit,"Under Regulation 18, a CRA must: (1) make public the definitions of the concerne",The agency must (i) publish the rating’s definition together with its symbol and,GPT-OSS 120B
REG_179,regulatory_interpretation,0,1,True,"The model correctly identifies the rating committee as the authority for all rating decisions, including changes, which directly matches the core information provided in the reference answer.",Who has the authority to take rating decisions (including rating changes) under ,"Under Regulation 24(4), all rating decisions — including decisions on changes in","The rating committee is the authority that makes all rating decisions, including",GPT-OSS 120B
NUM_124,numerical_reasoning,0,1,True,"The model's calculated experience of ""6 years 5 months"" perfectly matches the experience stated in the reference answer.",A foreign credit rating agency was incorporated in its home country in January 2,"The foreign CRA began rating securities from July 2019. By December 2025, it has","**Calculation**

- Rating activities started: July 2019  
- Application date: De",GPT-OSS 120B
NUM_126,numerical_reasoning,0,1,True,"The model correctly identifies the minimum required holding period of 3 years, which aligns with the regulatory rule stated in the reference answer.",A CRA's promoter holds 35% of the CRA's shares at the time of registration. The ,The promoter must maintain at least 26% shareholding for a minimum of three year,"**Calculation**

- Registration date: 1 April 2023  
- Minimum required holding ",GPT-OSS 120B
NUM_129,numerical_reasoning,0,1,True,"The model correctly determines that the proposed acquisition does not violate Regulation 24A(2) because the proposed stake in the second CRA is below the 10% threshold, matching the conclusion and rea",Institution X holds 12% of the shares of CRA-1. It proposes to acquire a 9% stak,"No, the proposed acquisition would not violate Regulation 24A(2). The restrictio","Calculation:  
- CRA‑1 holding = 12 % (≥ 10 %)  
- Proposed CRA‑2 holding = 9 % ",GPT-OSS 120B
REG_190,regulatory_interpretation,0,1,True,"The model correctly states the duration as ""Six months,"" which matches the core numerical and temporal fact in the reference answer for how long the period is.","Under Regulation 6(2), after completing a voluntary open offer, for how long is ",Six months after completion of the open offer.,Six months.,GPT-OSS 120B
REG_193,regulatory_interpretation,0,1,True,"The model prediction accurately paraphrases the reference answer, stating that the offer price must be revised upwards to match the highest price paid or agreed to be paid for shares or voting rights.",What happens to the offer price if an acquirer purchases shares of the target co,The offer price automatically stands revised to the highest price paid or payabl,The offer price must be increased to match the highest price the acquirer paid (,GPT-OSS 120B
NUM_132,numerical_reasoning,0,1,True,"The model correctly calculates 5% of 10 crore shares as 5,000,000 shares, which is equivalent to the reference answer of 50 lakh shares.",An acquirer holds 28% voting rights in a listed company with 10 crore total shar,5% of 10 crore = 50 lakh shares.,"Total shares = 10 crore = 10 000 0000 shares  

5 % of voting rights = 0.05 × 10",GPT-OSS 120B
NUM_135,numerical_reasoning,0,1,True,"The model correctly identifies the 1% cash deposit rule and accurately calculates 1% of Rs 600 crore as Rs 6 crore, matching the reference answer.",An acquirer's total consideration payable under an open offer is Rs 600 crore. U,At least 1% of total consideration payable = 1% of Rs 600 crore = Rs 6 crore mus,"Required cash deposit = 1 % × Total consideration  
= 0.01 × Rs 600 crore  
= Rs",GPT-OSS 120B
NUM_136,numerical_reasoning,0,1,True,"The model correctly calculates the fee as 0.5% of Rs 400 crore, resulting in Rs 2 crore, which matches the reference answer.",An acquirer makes a mandatory open offer where the total consideration payable i,"Consideration is more than Rs 10 crore but less than or equal to Rs 1,000 crore:","Fee = 0.5 % × Rs 400 crore  
= (0.5 / 100) × 400 = 2 crore  

**Non‑refundable f",GPT-OSS 120B
TMP_081,temporal_reasoning,0,0,False,"The model prediction includes information about Regulation 6B and its effective date which is not present in the provided reference answer, thus not entirely matching the scope of the reference.",When did SEBI introduce separate prohibitions on wilful defaulters and fugitive ,The prohibition on wilful defaulters (Regulation 6A) was inserted by the Second ,"SEBI added the separate bans through:

* **Regulation 6A** – effective 25 May 20",GPT-OSS 120B
TMP_084,temporal_reasoning,0,1,True,"The model prediction accurately states that Regulation 5A was introduced in 2013, allowing an acquirer making an open offer to delist, which aligns with the reference answer.",How did the SEBI Takeovers Regulations provisions on combined open offer and del,"In 2013, a basic Regulation 5A was inserted allowing an acquirer making an open ",- 2013 – Regulation 5A was introduced (via the SEBI Listing of Specified Securit,GPT-OSS 120B
REG_002,regulatory_interpretation,0,1,True,"The model's prediction of ""75%"" matches the ""seventy five per cent"" from the reference answer, with only a difference in formatting.","Under SEBI ICDR Regulations, 2018, what percentage of the net offer must an issu",At least seventy five per cent.,75%,GPT-OSS 20B
REG_003,regulatory_interpretation,0,1,True,"The model prediction accurately states ""20%"" which matches the ""twenty per cent"" in the reference answer, and the additional context does not contradict the reference.","Under SEBI ICDR Regulations, 2018, what is the minimum percentage of post-issue ",At least twenty per cent.,20 % of the post‑issue capital.,GPT-OSS 20B
REG_005,regulatory_interpretation,0,1,True,"The model correctly identifies the duration of ""Three years"" which is the core numerical answer to the question regarding the minimum promoters' contribution lock-in period.","Under SEBI ICDR Regulations, 2018, for how long is the minimum promoters' contri",Three years from the date of allotment in the initial public offer,Three years.,GPT-OSS 20B
REG_006,regulatory_interpretation,0,1,True,"The model prediction provides the correct value of ten crore rupees, differing only in formatting which is permitted by the rules.",What is the minimum application value for an entity to qualify as an anchor inve,At least ten crore rupees,₹10 crore.,GPT-OSS 20B
REG_008,regulatory_interpretation,0,0,False,"The model's prediction of ""5%"" is not equivalent to the reference's ""More than five per cent,"" as regulatory thresholds often distinguish between ""equal to or greater than"" and ""strictly greater than.","Under SEBI Takeover Regulations 2011, an acquirer holding 25% or more in a targe",More than five per cent of the voting rights,5 % of the voting rights.,GPT-OSS 20B
REG_009,regulatory_interpretation,0,1,True,"The model prediction provides the same monetary value as the reference answer, differing only in numerical formatting, which is acceptable according to the rules.",What is the minimum investment amount an employee or director of the Manager of ,Twenty five lakh rupees,25 lakh rupees.,GPT-OSS 20B
REG_011,regulatory_interpretation,0,1,True,"The model prediction provides the same numerical value as the reference answer, differing only in formatting which is permitted by the rules.","Under SEBI LODR Regulations 2015, what is the maximum permissible gap between tw",One hundred and twenty days,120 days.,GPT-OSS 20B
REG_014,regulatory_interpretation,0,0,False,"The model prediction misses the crucial qualifier ""At least"" which indicates a minimum duration, making its answer less precise than the reference.","Under SEBI PIT Regulations 2015, what is the mandatory cooling-off period that m",At least sixty days,Sixty days.,GPT-OSS 20B
REG_015,regulatory_interpretation,0,0,False,"The model prediction is incomplete as it misses the critical conditional phrase ""from the expiry of the sixty-day period, or after the first hearing, whichever is earlier,"" which specifies the start a","Under SEBI Settlement Proceedings Regulations 2018, what is the absolute latest ","One hundred and twenty calendar days from the expiry of the sixty-day period, or",120 calendar days.,GPT-OSS 20B
REG_016,regulatory_interpretation,0,1,True,"The model's prediction of ""50%"" is numerically equivalent to ""fifty percent"" from the reference answer, differing only in formatting.","Under SEBI Settlement Proceedings Regulations 2018, by what minimum percentage m",At least fifty percent,50%,GPT-OSS 20B
REG_018,regulatory_interpretation,0,1,True,"The model prediction '75%' conveys the same numerical value as 'Seventy-five per cent' in the reference answer, which is acceptable under different formatting rules.","Under SEBI Mutual Funds Regulations, what percentage of unit holders must pass a",Seventy-five per cent of the unit holders,75%,GPT-OSS 20B
REG_020,regulatory_interpretation,0,1,True,"The model prediction ""21 days"" accurately matches the numerical value and unit specified in the reference answer ""At least twenty-one days"".","Under SEBI NCS Regulations 2021, what is the minimum notice period that an issue",At least twenty-one days,21 days.,GPT-OSS 20B
REG_022,regulatory_interpretation,0,1,True,"The model prediction provides the correct duration of ""eight years,"" which matches the core fact in the reference answer.","Under SEBI RTI & STA Regulations 2025, for how long must a registrar to an issue",A minimum period of eight years,Eight years.,GPT-OSS 20B
REG_023,regulatory_interpretation,0,1,True,"The model prediction accurately states the percentage ""5 %"" which is the numerical equivalent of ""Five per cent"" from the reference answer.","Under SEBI Stock Exchanges and Clearing Corporations Regulations 2018, what is t",Five per cent of the paid-up equity share capital,5 %,GPT-OSS 20B
NUM_001,numerical_reasoning,0,1,True,"The model prediction correctly identifies the minimum total net tangible assets as ₹9 crore, which matches the final value in the reference answer and provides the same breakdown.","Under SEBI ICDR Regulations 2018, what is the minimum total net tangible assets ",Nine crore rupees (three crore rupees per year × three years),"Minimum net tangible assets per year: ₹3 crore  
Cumulative over 3 years: 3 × 3 ",GPT-OSS 20B
NUM_005,numerical_reasoning,0,0,False,"The model calculates the correct value of 7.5 crore rupees but then incorrectly rounds it down to 7 crore rupees in its final answer, which is not within the acceptable 1% rounding margin.",If a mutual fund scheme with net assets of 500 crore rupees borrows the maximum ,7.5 crore rupees (20% of 500 = 100 crore borrowed; 15% per annum for 6 months = ,"**Calculation**

1. Maximum borrowing  
   \(20\% \times 500\text{ crore} = 100\",GPT-OSS 20B
TMP_011,temporal_reasoning,0,1,True,"The model correctly identifies the phrase ""is made"" as used before September 2018 in the SEBI Takeover Regulations, matching the reference answer.","Before September 2018, what phrase was used in the SEBI Takeover Regulations 201",Is made,"Before the 2018 amendment (i.e., up to 10 September 2018), the definition of “fr",GPT-OSS 20B
TMP_012,temporal_reasoning,0,0,False,"The model incorrectly states that the information is not provided, whereas the reference answer clearly provides the specific act requested in the question.",The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act a,"The Securities and Exchange Board of India Act, 1992",Information not provided in the context.,GPT-OSS 20B
REG_069,regulatory_interpretation,0,1,True,"The model prediction correctly identifies the maximum time period as 45 days, which matches the numerical fact in the reference answer.",What is the maximum time within which an intermediary must redress investor grie,Forty-five days of receipt of the grievance,45 days.,GPT-OSS 20B
REG_070,regulatory_interpretation,0,0,False,"The model prediction omits the crucial detail ""from the date of rejection,"" which specifies the starting point of the one-year bar period and is essential for a complete and precise answer in a regula",For how long is an applicant barred from making a fresh registration application,One year from the date of rejection,One year.,GPT-OSS 20B
REG_077,regulatory_interpretation,0,0,False,"The model's prediction is incomplete as it omits the crucial starting point for the 'one year' waiting period, which is ""from the date of expiry of the buyback period of the preceding offer"" as stated","Under SEBI (Buy-Back of Securities) Regulations 2018, how long must a company wa",One year from the date of expiry of the buyback period of the preceding offer.,One year.,GPT-OSS 20B
REG_084,regulatory_interpretation,0,1,True,"The model prediction uses an abbreviation ""FY"" for ""Financial Year"" but correctly identifies the financial year as 2026-27, matching the reference answer.",From which financial year do the Reserve Bank of India (Small Finance Banks - Pr,Financial Year 2026-27,FY 2026‑27.,GPT-OSS 20B
