id,task_type,difficulty,question,ref_answer,prediction,correct,condition
REG_132,regulatory_interpretation,easy,Is an insurance broker who advises clients on insurance products required to reg,"No. Under Regulation 4(b), any insurance agent or insurance broker who offers investment advice solely in insurance products and is registered with the Insurance Regulatory and Development Authority (IRDAI) for such activity is exempt from the registration requirement under these regulations.",No.,1,3shot
REG_133,regulatory_interpretation,easy,Does a Chartered Accountant who incidentally provides investment advice to clien,"No. Under Regulation 4(f), any member of the Institute of Chartered Accountants of India (or other specified professional bodies such as ICSI, ICMAI, or the Actuarial Society of India) who provides investment advice to clients incidental to their professional service is exempt from registration as an investment adviser.",No,0,3shot
REG_134,regulatory_interpretation,medium,A person based in India provides investment advice exclusively to foreign client,"A person providing investment advice exclusively to clients based outside India is exempt from registration under Regulation 4(i). However, if any of the overseas clients are Non-Resident Indians (NRIs) or Persons of Indian Origin (PIOs), the exemption does not apply to advice given to those persons — they fall within the purview of these regulations, meaning the adviser must be registered with SEBI to advise NRIs/PIOs.","No, the person does not need to register. However, if the foreign clients include Non-Resident Indians or Persons of Indian Origin, then yes.",1,3shot
REG_135,regulatory_interpretation,medium,What are the minimum qualification requirements for an individual investment adv,"Under Regulation 7(1), an individual investment adviser must, at all times, hold either: (a) a graduate degree (or equivalent) from a recognized university or CFA Charter from the CFA Institute, combined with relevant NISM certification or certification from an NISM-accredited organization; or (c) a Post Graduate Program in Securities Market (Investment Advisory) or a Post Graduate Program in Financial Planning from NISM, or any other NISM program as specified by the Board.","A graduate degree and relevant certification from NISM or CFA Charter, or a Post Graduate Program in Securities Market (Investment Advisory) or Financial Planning from NISM.",1,3shot
REG_136,regulatory_interpretation,easy,For how long is a certificate of registration granted to an investment adviser u,"The certificate of registration is valid till it is suspended or cancelled by the Board — it does not have a fixed expiry date. Under Regulation 10, the certificate remains in force indefinitely unless the Board suspends or cancels it.",Till it is suspended or cancelled by the Board.,1,3shot
REG_137,regulatory_interpretation,medium,"Under SEBI IA Regulations, 2013, what dual threshold triggers the mandatory tran","An individual investment adviser must transition to non-individual status when either: (i) the number of clients exceeds 300 at any point of time, OR (ii) the fee collected during the financial year exceeds Rs 3 crore — whichever occurs earlier. Upon breaching the threshold, the IA must immediately intimate the Administration and Supervisory Body and initiate the transition process, and must apply for in-principle approval for non-individual registration within 3 months from the date the threshold is reached.",More than 300 clients or fee of Rs. 3 crores; intimate the Administration and Supervisory Body and apply for in-principle approval for registration as non-individual investment adviser within 3 months.,1,3shot
REG_138,regulatory_interpretation,easy,What is the maximum number of clients that a part-time investment adviser regist,"A part-time investment adviser shall not have more than seventy-five clients in total at any point in time, as provided under Regulation 13(h).",Seventy-five.,0,3shot
REG_139,regulatory_interpretation,easy,What is the general responsibility of an investment adviser towards its clients ,"Under Regulation 15(1), an investment adviser shall act in a fiduciary capacity towards its clients and shall disclose all conflicts of interests as and when they arise.",Act in a fiduciary capacity.,1,3shot
REG_140,regulatory_interpretation,medium,"Can an investment adviser registered under SEBI IA Regulations, 2013 accept a co","No. Regulation 15(2) prohibits an investment adviser from receiving any consideration — whether by way of remuneration, compensation, or in any other form — from any person other than the client being advised, in respect of the underlying products or securities for which advice is provided. Accepting a commission from a mutual fund house (a third party) in respect of products recommended to clients would violate this prohibition.",No.,1,3shot
REG_141,regulatory_interpretation,hard,"Under SEBI IA Regulations, 2013, if an investment adviser advised clients to buy","No, not immediately. Under Regulation 15(7), an investment adviser is prohibited from entering transactions on its own account contrary to client advice for 15 days from the day of advice. Even if the situation has changed within those 15 days, the adviser cannot act immediately — it must first give a revised assessment to clients at least 24 hours in advance before entering the contrary own-account transaction. So the adviser must provide the revised assessment and then wait at least 24 hours before selling from its own account.","No, it must give a revised assessment to the client at least 24 hours in advance of entering into such transaction, and the 15-day period has not elapsed.",1,3shot
REG_142,regulatory_interpretation,medium,What six categories of client information must an investment adviser obtain from,"Under Regulation 16(a), an investment adviser must obtain: (i) age; (ii) investment objectives including the time horizon and purpose of investment; (iii) income details; (iv) existing investments and assets; (v) risk appetite and risk tolerance; and (vi) liability and borrowing details.","age, investment objectives, income details, existing investments/assets, risk appetite/tolerance, liability/borrowing details",1,3shot
REG_143,regulatory_interpretation,easy,For how long must an investment adviser preserve its records under SEBI IA Regul,"Under Regulation 19(2), all records must be maintained and preserved for a minimum period of five years. If records that are required to be duly signed are maintained in electronic form, they must be digitally signed.",five years; digitally signed.,1,3shot
REG_144,regulatory_interpretation,medium,What type of audit is required of an investment adviser under SEBI IA Regulation,"Under Regulation 19(3), an investment adviser must conduct a yearly compliance audit in respect of compliance with these regulations. The audit must be conducted by a member of the Institute of Chartered Accountants of India, Institute of Company Secretaries of India, or Institute of Cost Accountants of India. The adviser must also submit a report of the audit as specified by the Board.",Yearly audit; a member of Institute of Chartered Accountants of India or Institute of Company Secretaries of India or Institute of Cost Accountants of India.,1,3shot
REG_145,regulatory_interpretation,easy,What is the maximum time limit within which an investment adviser must redress i,"Under Regulation 21(1), an investment adviser must redress investor grievances promptly and not later than twenty-one calendar days from the date of receipt of the grievance.",twenty-one calendar days,1,3shot
REG_146,regulatory_interpretation,medium,"Can an individual investment adviser registered under SEBI IA Regulations, 2013 ","No on both counts. Under Regulation 22(1), an individual investment adviser is prohibited from providing distribution services. Under Regulation 22(2), the family of an individual investment adviser (which includes the spouse) cannot provide distribution services to the same clients advised by the individual investment adviser. Moreover, the individual investment adviser cannot provide advice to clients who are receiving distribution services from family members.","No, an individual investment adviser cannot provide distribution services. No, the adviser's family members also cannot provide distribution services to the clients advised by the individual investment adviser.",1,3shot
REG_147,regulatory_interpretation,hard,"Under SEBI IA Regulations, 2013, what are the four key conditions governing an i","Under Regulation 22A, implementation services may be provided subject to four conditions: (1) No consideration (commission, referral fees, or any indirect benefit) shall be received by the investment adviser or its group or family at any level for the implementation service; (2) Implementation services must be provided only through direct schemes/products in the securities market; (3) No implementation fees shall be charged from the client by the investment adviser, its group, or family; (4) The client is not under any obligation to avail the implementation services offered by the adviser.","No consideration including commission or referral fees; 
Provided through direct schemes/products; 
No implementation fees charged; 
No obligation on client to avail implementation services.",1,3shot
REG_148,regulatory_interpretation,medium,How much advance notice must SEBI give to an investment adviser before ordering ,"Under Regulation 24(1), the Board must give not less than ten days notice to the investment adviser before ordering an inspection. However, under Regulation 24(2), if the Board is satisfied that in the interest of investors no such notice should be given, it may by an order in writing direct that the inspection be taken up without notice — effectively enabling immediate inspections when investor interests so require.",Ten days; where the Board is satisfied that in the interest of the investors no such notice should be given.,1,3shot
NUM_107,numerical_reasoning,medium,"An investment adviser provides investment advice to a client on November 15, 202","Under Regulation 19(2), records must be preserved for a minimum of 5 years from the date of the advice. From November 15, 2023, adding 5 years gives November 15, 2028. The records must be preserved at least until November 15, 2028 (i.e., the minimum preservation period ends on November 15, 2028). The earliest date on which they may be destroyed is November 16, 2028.","Five years from November 15, 2023 = November 15, 2028. Earliest date of destruction = November 16, 2028.",1,3shot
NUM_108,numerical_reasoning,easy,"An individual investment adviser currently has 287 clients. Over the next month,",Total clients after onboarding: 287 + 18 = 305. The regulatory threshold under Regulation 13(e) is 300 clients. Excess above threshold: 305 − 300 = 5 clients. The adviser has exceeded the threshold by 5 clients and must immediately initiate the transition to non-individual investment adviser status.,"287 + 18 = 305 clients. 
Exceeds threshold by 305 - 300 = 5 clients.",1,3shot
NUM_109,numerical_reasoning,medium,A part-time investment adviser currently serves 68 clients. They plan to onboard,"Proposed total: 68 + 8 = 76 clients. The regulatory limit under Regulation 13(h) is 75 clients. Excess: 76 − 75 = 1 client. The adviser would exceed the limit by 1. Therefore, only 7 of the 8 planned new clients can be legitimately onboarded (68 + 7 = 75 = limit). The 8th client cannot be onboarded.","Current clients: 68. Planned new clients: 8. Total clients after onboarding: 68 + 8 = 76. 
Exceeds limit by: 76 - 75 = 1. 
Legitimately onboardable clients: 75 - 68 = 7.",0,3shot
NUM_110,numerical_reasoning,hard,An investment adviser issues a buy recommendation on Stock A to clients on Janua,"The 15-day prohibition runs from January 10 through January 24 (inclusive; day 1 = January 10, day 15 = January 24). January 22 falls within the prohibition window. Since the situation has changed, the adviser may still transact within the 15-day period provided it gives clients a revised assessment at least 24 hours in advance. If the revised assessment is communicated on January 22 at 3:00 PM, the earliest permissible time to enter the contrary sell transaction is January 23 at 3:00 PM (i.e., 24 hours later).","15-day window starts on January 10. 
15 days from January 10 = 10 + 15 = 25, i.e., January 25. 
January 22 is within the 15-day prohibition window. 
 Adviser can enter the transaction after 24 hours from January 22, 3:00 PM, i.e., January 23, 3:00 PM.",1,3shot
NUM_111,numerical_reasoning,easy,"An investor lodges a grievance with an investment adviser on March 5, 2025. What","Under Regulation 21(1), the investment adviser must redress the grievance not later than 21 calendar days from the date of receipt. March 5, 2025 + 21 calendar days = March 26, 2025. The regulatory deadline for redressal is March 26, 2025.","March 5, 2025 + 21 calendar days = March 26, 2025.",1,3shot
NUM_112,numerical_reasoning,easy,A fintech company seeks a regulatory sandbox exemption from SEBI under the SEBI ,"Under Regulation 28A(1), a regulatory sandbox exemption may be granted for a period not exceeding twelve months. Regardless of extensions, the total exemption duration cannot exceed 12 months. Even though an initial 8-month exemption was granted, the maximum total duration permissible is 12 months. Any extension beyond the initial 8 months can be for at most 4 more months.",12 months - 8 months = 4 months. Maximum total duration = 8 + 4 = 12 months.,1,3shot
NUM_113,numerical_reasoning,medium,An individual investment adviser collected fees of Rs 2.65 crore in the first ei,"Cumulative fees: After 8 months = Rs 2.65 crore. After month 9: 2.65 + 0.22 = Rs 2.87 crore (threshold of Rs 3 crore not yet breached). After month 10: 2.87 + 0.18 = Rs 3.05 crore (exceeds Rs 3 crore). The fee threshold is breached at the end of the 10th month, when total fees reach Rs 3.05 crore. Excess above threshold = Rs 3.05 − Rs 3.00 = Rs 0.05 crore.","8 months: Rs. 2.65 crore. 
9 months: 2.65 + 0.22 = Rs. 2.87 crore. 
10 months: 2.87 + 0.18 = Rs. 3.05 crore. 

The threshold is breached at the end of the 10th month. Total fee at that point: Rs. 3.05 crore.",1,3shot
NUM_114,numerical_reasoning,hard,An investment adviser gave clients a sell recommendation on Bond X on April 1. O,"The 15-day prohibition window runs from April 1 to April 15 (inclusive). April 16 falls outside the 15-day prohibition window, so the adviser may freely enter the contrary own-account buy transaction on April 16 without the need to invoke the revised-assessment exception. The transaction on April 16 is permissible. (Note: the revised assessment on April 14 was not strictly necessary for transacting on April 16, as the prohibition expired on April 15.)","15 days from April 1 = April 16. Since the revised assessment was given on April 14, 24 hours prior to April 16, the transaction is permissible.",1,3shot
CON_054,contradiction_detection,easy,Do these two versions of Regulation 10 impose the same validity period for an in,No,"No. The original regulation (2013) specifies a 5-year validity period, while the amended regulation (2016) makes the certificate valid until suspension or cancellation.",1,3shot
CON_055,contradiction_detection,medium,Do the original Regulation 8 and the 2024-amended Regulation 8 impose the same f,No,"No. The original Regulation 8 specified a net worth of not less than fifty lakh rupees for non-individual investment advisers, while the 2024-amended Regulation 8 requires a deposit of a sum specified by the Board, not necessarily related to net worth.",1,3shot
CON_056,contradiction_detection,medium,Do the original Regulation 21(1) and the 2023-amended Regulation 21(1) impose th,No,"No. The original regulation does not specify a maximum time limit, while the amended regulation sets a 21-calendar-day limit.",1,3shot
CON_057,contradiction_detection,hard,Do the pre-2025 and post-2025 versions of Regulation 7(1)(a) impose the same edu,No,"No. The pre-2025 version specifies a range of qualifications including a professional qualification or a graduate degree in specific fields or a post-graduate program from NISM, whereas the post-2025 version requires a graduate degree or equivalent and a relevant certification from NISM or another a",1,3shot
CON_058,contradiction_detection,hard,Does the original Regulation 22 (2013) and the 2020-amended Regulation 22 permit,No,"No. The original Regulation 22 (2013) allows non-individual investment advisers to provide distribution services with conditions, but the 2020-amended Regulation 22 explicitly prohibits individual investment advisers from providing distribution services.",1,3shot
CON_059,contradiction_detection,medium,Do the original definition of 'representative' and the 2020-amended definition o,No,"No. The original definition is narrower, covering only employees or agents rendering investment advice, while the amended definition is broader, covering various client-facing staff and others involved in providing or supporting investment advisory services.",1,3shot
TMP_057,temporal_reasoning,easy,What was the validity period of an investment adviser's certificate of registrat,"Under the original 2013 regulations, a certificate of registration was valid for a period of five years from the date of its issue and required renewal thereafter. This was changed to perpetual validity (valid till suspended or cancelled by the Board) by the Securities and Exchange Board of India (Change in Conditions of Registration of Certain Intermediaries) (Amendment) Regulations, 2016, which came into force on 8 December 2016.","Five years from the date of issue; changed to perpetual validity on December 8, 2016.",1,3shot
TMP_058,temporal_reasoning,easy,What was the networth requirement for non-individual investment advisers under t,"Before the substitution by the SEBI (Investment Advisers) (Second Amendment) Regulations, 2024 (w.e.f. 16-12-2024), Regulation 8 required non-individual investment advisers to have a net worth of not less than fifty lakh rupees. Individual investment advisers were required to have net tangible assets of not less than five lakh rupees. The 2024 amendment replaced these specific numerical thresholds with a 'deposit' of such sum as specified by the Board from time to time.",Not less than fifty lakh rupees.,1,3shot
TMP_059,temporal_reasoning,medium,How did the minimum qualification requirement for individual investment advisers,"Under the original 2013 regulations, Regulation 7(1)(a) required a professional qualification or PG degree/diploma of minimum two years duration specifically in finance, accountancy, business management, commerce, economics, capital markets, banking, insurance, or actuarial science — or a CFA Charter. The SEBI (Investment Advisers) (Amendment) Regulations, 2020 (w.e.f. 30-09-2020) broadened this by permitting any professional qualification or graduate/post-graduate degree or diploma with no restriction on field of study, alongside NISM certification. The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 (w.e.f. 25-11-2025) further updated Regulation 7(1)(a) to require only a graduate degree (any discipline) or CFA Charter plus relevant NISM certification — removing the old requirement for a finance-specific discipline or work experience.","Pre-2020: A professional qualification or graduate degree or post-graduate degree or post graduate diploma (minimum two years in duration) in specified fields.

Post-2020 (w.e.f. 30-09-2020): A graduate degree or CFA Charter, and relevant certification from NISM or accredited body.

Further modifica",1,3shot
TMP_060,temporal_reasoning,medium,What was the original scope of Regulation 22 in the SEBI (Investment Advisers) R,"The original Regulation 22 (2013) was titled 'Segregation of execution services' and applied only to investment advisers that are banks, NBFCs, and body corporates which also provide distribution or execution services. Such entities could continue offering distribution services alongside advice provided they maintained operational segregation, ensured clients were not obligated to avail distribution services, maintained arms-length relationships, and ensured fees were paid directly to service providers. Individual investment advisers were not explicitly covered. The SEBI (Investment Advisers) (Amendment) Regulations, 2020 (w.e.f. 30-09-2020) completely substituted Regulation 22 — retitling it 'Client level segregation of advisory and distribution activities.' The 2020 version imposed a complete prohibition on individual investment advisers (and their families) from providing distribution services, and replaced the prior operational-segregation approach for non-individual entities with a stricter client-level segregation at the group level.","Original Regulation 22 (2013) required banks, NBFCs, and body corporates to segregate investment advisory services from distribution or execution services, with conditions (a), (b), and (c). The 2020 amendment fundamentally changed its coverage by: individual IAs cannot provide distribution services",1,3shot
TMP_061,temporal_reasoning,easy,When was the specific 21-calendar-day deadline for redressing investor grievance,"The 21-calendar-day deadline for redressing investor grievances was introduced by the Securities and Exchange Board of India (Facilitation of Grievance Redressal Mechanism) (Amendment) Regulations, 2023, with effect from 18 August 2023. Prior to this amendment, Regulation 21(1) of the SEBI (Investment Advisers) Regulations, 2013 only required that an investment adviser 'redress client grievances promptly' — a qualitative standard with no specific numerical time limit.","The specific 21-calendar-day deadline was introduced on August 18, 2023; previously, regulation required prompt redressal without specifying a timeline.",1,3shot
TMP_062,temporal_reasoning,hard,What procedural change did the SEBI (Investment Advisers) (Second Amendment) Reg,"The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 (w.e.f. 25-11-2025) amended Regulation 13(e) to add a new intermediate step: upon breaching the threshold, the individual IA must first immediately intimate the Administration and Supervisory Body and initiate the transition process before applying for in-principle approval. The 2020 version of Regulation 13(e) only required directly applying for in-principle registration as a non-individual investment adviser. The 3-month window for applying for in-principle approval was retained by the 2025 amendment, but an explicit intimation obligation was added as a new first step.","Individual investment advisers who breach the threshold must now immediately intimate the Administration and Supervisory Body and initiate the transition process, then apply for in-principle approval within 3 months; previously, they would apply for in-principle registration which was valid for 3 mo",1,3shot
TMP_063,temporal_reasoning,medium,When was the category of 'part-time investment adviser' and the 75-client limit ,"The concept of 'part-time investment adviser' and the 75-client limit were both introduced by the Securities and Exchange Board of India (Investment Advisers) (Second Amendment) Regulations, 2024, with effect from 16 December 2024. A 'part-time investment adviser' is defined under Regulation 2(1)(qa) as an individual or a firm who, for consideration, is engaged in the business of providing investment advice and is also engaged in any other business activity or employment. Prior to this amendment, there was no regulatory distinction between full-time and part-time investment advisers.","The category of 'part-time investment adviser' and the 75-client limit were introduced w.e.f. 16-12-2024; 'part-time investment adviser' means an individual or a firm, who for consideration, is engaged in the business of providing investment advice and is also engaged in any other business activity ",1,3shot
TMP_064,temporal_reasoning,medium,When was the regulatory obligation regarding the use of Artificial Intelligence ,"The obligation regarding the use of Artificial Intelligence tools was first introduced by the Securities and Exchange Board of India (Investment Advisers) (Second Amendment) Regulations, 2024, with effect from 16 December 2024 (Regulation 15(14)). It requires that any investment adviser using AI tools for servicing clients — irrespective of the scale or nature of AI adoption — shall be solely responsible for: the security, confidentiality, and integrity of client data; any other information or data used to arrive at investment advice; investment advice based on the output of AI tools; and compliance with all applicable laws.","Regulation 15(14) was inserted w.e.f. December 16, 2024; requires investment advisers using AI tools to be solely responsible for security, confidentiality, integrity of client data, and compliance with laws.",1,3shot
REG_149,regulatory_interpretation,easy,Can an entity in India operate as an Alternative Investment Fund without obtaini,"No. Under Regulation 3(1), no entity or person shall act as an Alternative Investment Fund on and from the commencement of these regulations unless it has obtained a certificate of registration from the Board (SEBI).",No.,1,3shot
REG_150,regulatory_interpretation,easy,For how long is a certificate of registration granted to an Alternative Investme,"Under Regulation 3(7), the certificate of registration is valid until the Alternative Investment Fund is wound up. The certificate does not have a fixed time-bound expiry — it remains in force for the entire operational life of the AIF.",Till the Alternative Investment Fund is wound up.,1,3shot
REG_151,regulatory_interpretation,medium,"Under SEBI AIF Regulations 2012, what can an AIF that has received in-principle ","Under Regulation 6(5), an AIF that has been granted in-principle approval may accept commitments from investors. However, it shall not accept any monies (actual cash) until it is granted the full certificate of registration. The AIF must also comply with any remaining eligibility conditions (under Reg 4(c) or (d)) within six months from the date of in-principle approval to obtain full registration.","Accept commitments from investors, but not accept any monies.",1,3shot
REG_152,regulatory_interpretation,medium,What are the three categories of Alternative Investment Funds under SEBI (AIF) R,"Under Regulation 3(4): Category I AIFs invest in start-ups, early stage ventures, social ventures, SMEs, infrastructure, or sectors considered socially/economically desirable — includes venture capital funds, SME funds, angel funds, social impact funds, and infrastructure funds. Category II AIFs are those that do not fall in Category I or III and do not undertake leverage beyond what is permitted in these regulations — includes private equity funds and debt funds. Category III AIFs employ diverse or complex trading strategies and may employ leverage through listed or unlisted derivatives — includes hedge funds.","Category I AIF: Invests in start-up, early stage ventures, social ventures, SMEs, infrastructure, etc. 
Category II AIF: Does not fall in Category I or III, does not undertake leverage or borrowing. 
Category III AIF: Employs diverse or complex trading strategies, may employ leverage.",1,3shot
REG_153,regulatory_interpretation,easy,What is the minimum corpus requirement for each scheme of an Alternative Investm,"Under Regulation 10(b), each scheme of an AIF must have a corpus of at least Rs twenty crore. However, for social impact funds, each scheme must have a corpus of at least Rs five crore — a reduced threshold recognizing the social purpose of such funds.","Twenty crore rupees; however, for social impact funds, it is five crore rupees.",1,3shot
REG_154,regulatory_interpretation,medium,What is the minimum investment that an investor must make in an Alternative Inve,"Under Regulation 10(c), the minimum investment by any investor in an AIF scheme is Rs one crore. Two exceptions apply: (1) employees or directors of the AIF, or employees or directors of the Manager, have a reduced minimum of Rs twenty-five lakh; (2) the minimum investment requirement does not apply at all to accredited investors.","One crore rupees; with exceptions for employees, directors, and accredited investors, where the minimum can be twenty five lakh rupees or no minimum respectively.",0,3shot
REG_155,regulatory_interpretation,medium,What continuing interest is the Manager or Sponsor of an Alternative Investment ,"Under Regulation 10(d), the Manager or Sponsor must maintain a continuing interest of not less than 2.5% of the corpus or Rs 5 crore, whichever is lower, in the form of investment in the AIF (not via waiver of management fees). For Category III AIFs, the threshold is higher: not less than 5% of the corpus or Rs 10 crore, whichever is lower.","For Category I/II: Not less than 2.5% of the corpus or Rs. 5 crores, whichever is lower. 
For Category III: Not less than 5% of the corpus or Rs. 10 crores, whichever is lower.",1,3shot
REG_156,regulatory_interpretation,easy,What is the maximum number of investors permitted in a single scheme of an Alter,"Under Regulation 10(f), no scheme of an AIF shall have more than one thousand investors. Accredited investors are explicitly excluded from the computation of this investor count — meaning the 1,000-investor cap applies only to non-accredited investors.","1,000; No, accredited investors are excluded.",1,3shot
REG_157,regulatory_interpretation,easy,What level of investor consent is required to make a material alteration to an A,"Under Regulation 9(2), any material alteration to the fund strategy requires the consent of at least two-thirds of unit holders by value of their investment in the Alternative Investment Fund.",atleast two-thirds of unit holders by value,1,3shot
REG_158,regulatory_interpretation,medium,What are the requirements for filing a placement memorandum before launching a n,"Under Regulation 12(2), a placement memorandum must be filed with the Board through a merchant banker at least thirty days prior to the launch of the scheme, along with the fees as specified in the Second Schedule. There is one fee exemption: the payment of scheme fees does not apply in case of the launch of the first scheme by an Alternative Investment Fund.","The placement memorandum shall be filed with the Board through a merchant banker at least thirty days prior to launch of scheme along with fees; however, payment of scheme fees is exempt in case of the launch of the first scheme by the Alternative Investment Fund.",1,3shot
REG_159,regulatory_interpretation,medium,What are the structural and tenure requirements applicable to Category I and II ,"Under Regulations 13(1) and (2), Category I and II AIFs must be close-ended and the tenure of the fund or scheme must be determined at the time of application; such funds or their schemes must have a minimum tenure of three years. Under Regulation 13(3), schemes of Category III AIFs have no such restriction — they may be open-ended or close-ended.",Category I and II Alternative Investment Funds are close-ended with a minimum tenure of three years; Category III AIFs may be open-ended or close-ended.,1,3shot
REG_160,regulatory_interpretation,medium,"Under SEBI AIF Regulations, 2012, by how many years can the tenure of a close-en","Under Regulation 13(5), the tenure of a close-ended AIF may be extended by up to two years, subject to the approval of two-thirds of unit holders by value of their investment. For Accredited Investors only funds, there is a special provision — their tenure may be extended by up to five years (instead of two), subject to the same approval threshold of two-thirds of unit holders by value.","Up to two years, with approval of two-thirds of unit holders by value; Accredited Investors only funds can be extended up to five years with similar approval.",1,3shot
REG_161,regulatory_interpretation,easy,What are the conditions under which the units of a close-ended AIF may be listed,"Under Regulation 14, units of a close-ended AIF may be listed on a stock exchange subject to two conditions: (1) the minimum tradable lot must be Rs one crore; and (2) listing is permitted only after the final close of the fund or scheme. Listing is not permitted prior to the final close.",a minimum tradable lot of one crore rupees and only after final close of the fund or scheme.,1,3shot
REG_162,regulatory_interpretation,medium,What is the single-investee concentration limit for Category I and II Alternativ,"Under Regulation 15(1)(c), Category I and II AIFs may invest not more than 25% of their investable funds in any single investee company (directly or through other AIF units). Large value funds for accredited investors in Category I and II may invest up to 50% of investable funds in a single investee company.","25%, but up to 50% for large value funds for accredited investors.",1,3shot
REG_163,regulatory_interpretation,medium,What is the single-investee concentration limit for Category III Alternative Inv,"Under Regulation 15(1)(d), Category III AIFs may invest not more than 10% of their investable funds in any single investee company (directly or through other AIF units). Large value funds for accredited investors in Category III may invest up to 20% of investable funds in a single investee company.",10% (twenty percent for large value funds for accredited investors),1,3shot
REG_164,regulatory_interpretation,medium,"Under SEBI AIF Regulations, 2012, what investor approval is required before an A","Under Regulation 15(1)(e), an AIF requires the approval of 75% of investors by value of their investment before investing in: (a) its associates, or (b) units of AIFs managed or sponsored by its Manager, Sponsor, or their associates.",seventy five percent of investors by value of their investment,1,3shot
REG_165,regulatory_interpretation,hard,Under what conditions may a Category I Alternative Investment Fund borrow funds ,"Under Regulation 16(1)(c), Category I AIFs shall not borrow funds or engage in leverage for investment purposes. The only permitted borrowing is for temporary funding requirements and day-to-day operational requirements, subject to three cumulative conditions: (1) borrowing shall not be for more than thirty days at a time; (2) borrowing shall not occur on more than four occasions in a year; and (3) borrowing shall not exceed ten percent of the investable funds.","To meet temporary funding requirements and day-to-day operational requirements for not more than thirty days, on not more than four occasions in a year and not more than ten percent of the investable funds.",1,3shot
REG_166,regulatory_interpretation,medium,What minimum percentage of investable funds must a venture capital fund (which i,"Under Regulation 16(2)(a), at least 75% of the investable funds of a venture capital fund must be invested in unlisted equity shares or equity-linked instruments of a venture capital undertaking, or in companies listed or proposed to be listed on an SME exchange or SME segment of an exchange. This 75% threshold must be achieved by the fund by the end of its life cycle.",at least seventy-five percent,0,3shot
NUM_115,numerical_reasoning,medium,A Category I AIF has a total corpus of Rs 300 crore. What is the minimum continu,"The continuing interest requirement is the lower of: (a) 2.5% of corpus = 2.5% × Rs 300 crore = Rs 7.5 crore, or (b) Rs 5 crore. Since Rs 5 crore < Rs 7.5 crore, the minimum continuing interest is Rs 5 crore. The Manager/Sponsor must maintain at least Rs 5 crore of investment in the fund.","2.5% of 300 crore = 0.025 x 300 = 7.5 crore. 5 crore is lower. So, Rs. 5 crore.",1,3shot
NUM_116,numerical_reasoning,medium,A Category III AIF (hedge fund) has a corpus of Rs 150 crore. What is the minimu,"For Category III AIFs, the continuing interest must be the lower of: (a) 5% of corpus = 5% × Rs 150 crore = Rs 7.5 crore, or (b) Rs 10 crore. Since Rs 7.5 crore < Rs 10 crore, the minimum continuing interest is Rs 7.5 crore.",5% of 150 crore = 0.05 x 150 = 7.5 crore. Minimum continuing interest = Rs. 7.5 crore (lower than 10 crore),1,3shot
NUM_117,numerical_reasoning,medium,An AIF Manager is planning to launch three schemes: Scheme A (private equity fun,"Scheme A (private equity, Category II): minimum Rs 20 crore. Scheme B (social impact fund, Category I): minimum Rs 5 crore. Scheme C (infrastructure fund, Category I): minimum Rs 20 crore. Total minimum corpus = Rs 20 crore + Rs 5 crore + Rs 20 crore = Rs 45 crore.","Scheme A (private equity fund): Rs. 20 crore
Scheme B (social impact fund): Rs. 5 crore
Scheme C (infrastructure fund): Rs. 20 crore
Minimum total corpus = 20 + 5 + 20 = Rs. 45 crore",1,3shot
NUM_118,numerical_reasoning,hard,"A Category II AIF has 4 investors: an external institutional investor, a directo","External institutional investor (Rs 75 lakh): fails the minimum of Rs 1 crore. Director of the Manager (Rs 20 lakh): fails the reduced minimum of Rs 25 lakh applicable to manager's directors. Employee of AIF (Rs 30 lakh): meets the Rs 25 lakh minimum for AIF employees. Accredited investor (Rs 50 lakh): no minimum applies — Regulation 10(c) does not apply to accredited investors. Therefore, two investments fail: the external institutional investor (Rs 75 lakh < Rs 1 crore) and the director of the Manager (Rs 20 lakh < Rs 25 lakh).","External institutional investor: Rs 75 lakh > Rs 1 crore, meets requirement. 
Director of the Manager: Rs 20 lakh < Rs 25 lakh, fails. 
Employee of the AIF: Rs 30 lakh > Rs 25 lakh, meets requirement. 
Accredited investor: No exception given; Rs 50 lakh < Rs 1 crore, fails. 
Failing investments: Rs ",1,3shot
NUM_119,numerical_reasoning,easy,"An AIF Manager plans to launch a new scheme on October 15, 2025. By what date mu","The placement memorandum must be filed at least 30 days prior to the launch. Launch date: October 15, 2025. Subtracting 30 days: October 15 − 30 days = September 15, 2025. The placement memorandum must be filed by September 15, 2025 at the latest.","30 days prior to October 15, 2025 = September 15, 2025.",1,3shot
NUM_120,numerical_reasoning,easy,A body corporate has a net worth of Rs 45 crore. Can it qualify as an accredited,"No. Under Regulation 2(1)(ab)(ii), a body corporate must have a net worth of at least Rs 50 crore to qualify as an accredited investor. With a net worth of Rs 45 crore, the body corporate falls short by Rs 5 crore (Rs 50 crore − Rs 45 crore = Rs 5 crore). It does not qualify as an accredited investor.","No, it cannot. It falls short by Rs 5 crore. (Rs 50 crore - Rs 45 crore)",1,3shot
