model,item_id,task_type,strict_correct,gemini_verdict,phi4_verdict,question,reference_answer,model_prediction,prediction_truncated,sample_group,stratum,human_verdict_CORRECT_or_INCORRECT,human_notes
GPT-OSS 120B,NUM_126,numerical_reasoning,0,1,0,"A CRA's promoter holds 35% of the CRA's shares at the time of registration. The CRA was granted registration on April 1, 2023. Can the promoter legally reduce its shareholding to 20% on June 15, 2026?","The promoter must maintain at least 26% shareholding for a minimum of three years from the date of grant of registration. Three years from April 1, 2023 = April 1, 2026. June 15, 2026 is after April 1, 2026, so the lock-in period of three years has expired by then. After April 1, 2026, the promoter is no longer bound by the 3-year lock-in. However, reducing to 20% would breach the minimum 26% threshold if this obligation is ongoing beyond the three-year period (which the regulation's wording 'for a minimum period of three years' suggests is a lock-in, not a permanent requirement). The regulation specifies a minimum period of three years; after that, the 26% floor from Regulation 9(e) no longer applies as a mandatory minimum. Therefore, the promoter can reduce its shareholding to 20% on June 15, 2026.","**Calculation**

- Registration date: 1 April 2023  
- Minimum required holding period: 3 years = 36 months  
- End of required period: 1 April 2026 (36 months after registration)  

Proposed reduction date: 15 June 2026  
- Time elapsed from registration to reduction: April 2023 → June 2026 = 3 yea",FALSE,disagreement,NUM_disagreement,INCORRECT,Incomplete: it calculates the three-year date but does not state the requested legal conclusion.
GPT-OSS 20B,REG_008,regulatory_interpretation,0,0,1,"Under SEBI Takeover Regulations 2011, an acquirer holding 25% or more in a target company may acquire up to what percentage of additional voting rights in a financial year without triggering an open offer obligation?",More than five per cent of the voting rights,5 % of the voting rights.,FALSE,disagreement,REG_disagreement,INCORRECT,"Wrong threshold wording: the reference answer is 'more than five per cent,' not exactly 5%."
GPT-OSS 20B,REG_014,regulatory_interpretation,0,0,1,"Under SEBI PIT Regulations 2015, what is the mandatory cooling-off period that must elapse before trades can commence under an approved trading plan?",At least sixty days,Sixty days.,FALSE,disagreement,REG_disagreement,CORRECT,
GPT-OSS 20B,REG_015,regulatory_interpretation,0,0,1,"Under SEBI Settlement Proceedings Regulations 2018, what is the absolute latest deadline — counted from expiry of the sixty-day window — after which no settlement application in a specified proceeding will be considered?","One hundred and twenty calendar days from the expiry of the sixty-day period, or after the first hearing, whichever is earlier",120 calendar days.,FALSE,disagreement,REG_disagreement,INCORRECT,"Incomplete: omits 'or after the first hearing, whichever is earlier.'"
GPT-OSS 20B,NUM_005,numerical_reasoning,0,0,1,"If a mutual fund scheme with net assets of 500 crore rupees borrows the maximum permissible amount for the maximum permissible duration, what is the interest liability at the penalty rate of 15% per annum for the maximum 6-month borrowing period?",7.5 crore rupees (20% of 500 = 100 crore borrowed; 15% per annum for 6 months = 7.5% of 100 = 7.5 crore),"**Calculation**

1. Maximum borrowing  
   \(20\% \times 500\text{ crore} = 100\text{ crore}\)

2. Interest for 6 months at 15 % p.a.  
   \[
   \text{Interest} = 100\text{ crore} \times 0.15 \times \frac{6}{12}
   = 100\text{ crore} \times 0.15 \times 0.5
   = 7.5\text{ crore}
   \]

**Answer:** ₹7",FALSE,disagreement,NUM_disagreement,CORRECT,"Wrong/incomplete final amount: the correct interest liability is Rs 7.5 crore; the response ends at '₹7'. [Corrected 2026-09-02: calculation is fully correct (100 crore x 15% x 6/12 = 7.5 crore); response is truncated one character after stating the correct answer, not wrong.]"
GPT-OSS 20B,TMP_012,temporal_reasoning,0,0,1,The SEBI (Merchant Bankers) Regulations 1992 were enacted under which SEBI Act and year?,"The Securities and Exchange Board of India Act, 1992",Information not provided in the context.,FALSE,disagreement,TMP_disagreement,INCORRECT,No answer provided.
GPT-OSS 20B,REG_070,regulatory_interpretation,0,0,1,For how long is an applicant barred from making a fresh registration application if their application is rejected for containing false or misleading information?,One year from the date of rejection,One year.,FALSE,disagreement,REG_disagreement,CORRECT,
GPT-OSS 20B,REG_077,regulatory_interpretation,0,0,1,"Under SEBI (Buy-Back of Securities) Regulations 2018, how long must a company wait after the expiry of a preceding buy-back period before making another buy-back offer?",One year from the date of expiry of the buyback period of the preceding offer.,One year.,FALSE,disagreement,REG_disagreement,CORRECT,
GPT-OSS 20B,NUM_083,numerical_reasoning,0,1,0,"What was the year-on-year growth rate of aggregate deposits of Scheduled Commercial Banks in India as of February 28, 2026?",11.9%,"Year‑on‑Year growth rate of aggregate deposits (Scheduled Commercial Banks, India) as of 28 Feb 2026: **11.9 %**.",FALSE,disagreement,NUM_disagreement,CORRECT,
GPT-OSS 20B,TMP_031,temporal_reasoning,0,0,1,"Describe the step-by-step reduction in the maximum open-market buy-back limit through stock exchanges under SEBI Regulations, from 2023 to the final prohibition.","15% (until March 31, 2023) → 10% (until March 31, 2024) → 5% (until March 31, 2025) → Complete prohibition from April 1, 2025.","- **Until 31 March 2023** – Open‑market buy‑back limit: **≤ 15 %** of paid‑up capital + free reserves (based on the lower of standalone or consolidated statements).  
- **Until 31 March 2024** – Limit reduced to **≤ 10 %** of paid‑up capital + free reserves.  
- **Until 31 March 2025** – Further red",FALSE,disagreement,TMP_disagreement,INCORRECT,Incomplete: the response is cut off before the final 5% period and complete prohibition are fully stated.
GPT-OSS 20B,TMP_033,temporal_reasoning,0,1,0,"In chronological order, what are the key dates in the lifecycle of the GoI dated securities auction announced on March 28, 2026?","March 28 (announcement), March 30 – April 02 ('When Issued' trading period), April 02 (auction day, bids submitted), April 06 (settlement, payment by successful bidders).","- **March 28 2026** – Government of India issues the notification (F.No.4(1)-B(W&M)/2026).  
- **March 30 2026** – Start of the “when‑issued” trading period.  
- **April 2 2026** – Auction day (Thursday) and end of the trading period.  
- **April 6 2026** – Settlement of the auction (Monday).",FALSE,disagreement,TMP_disagreement,CORRECT,
GPT-OSS 20B,TMP_036,temporal_reasoning,0,0,1,"The SEBI (Research Analysts) Regulations 2014 were published on September 1, 2014. On approximately which date did they come into force?","On the ninetieth day from September 1, 2014, which is approximately November 30, 2014.","December 1, 2014.",FALSE,disagreement,TMP_disagreement,INCORRECT,"Wrong date: the approximate 90th day is November 30, 2014, not December 1."
GPT-OSS 20B,NUM_087,numerical_reasoning,0,1,0,"What is the minimum average net annual profit (after depreciation, interest and tax) that a sponsor must demonstrate over the immediately preceding five years to satisfy the sound track record requirement under SEBI (Mutual Funds) Regulations, 1996?",At least rupees ten crore,"Average net annual profit required = ₹10 crore per year.  
(Thus, total net profit over the five‑year period must be at least ₹50 crore.)",FALSE,disagreement,NUM_disagreement,CORRECT,
GPT-OSS 20B,NUM_095,numerical_reasoning,0,0,1,"In Illustration 1 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs17,000 crore, Net NPA of Rs6,500 crore, and Tier 1 ratio of 11.72%. What is the maximum eligible dividend?","Rs5,500 crore (40% of Adjusted PAT of Rs13,750 crore, which is lower than 75% of PAT of Rs12,750 crore)","**Calculation**

1. **Adjusted PAT**  
   \[
   \text{Adjusted PAT} = \text{PAT} - 50\% \times \text{Net NPA}  
   = 17{,}000 - 0.5 \times 6{,}500  
   = 17{,}000 - 3{,}250  
   = 13{,}750\ \text{crore}
   \]

2. **75 % of PAT**  
   \[
   0.75 \times 17{,}000 = 12{,}750\ \text{crore}
   \]

3. **Ma",FALSE,disagreement,NUM_disagreement,INCORRECT,"Incomplete: calculation stops before giving the maximum eligible dividend of Rs 5,500 crore."
GPT-OSS 20B,NUM_097,numerical_reasoning,0,1,0,"In Illustration 2 of the RBI SFB Dividend Directions, 2026, a bank has PAT of Rs40,500 crore, Net NPA of Rs5,000 crore, and Tier 1 ratio of 15%. What is the maximum eligible dividend?","Rs19,000 crore (50% of Adjusted PAT of Rs38,000 crore, which is lower than 75% of PAT of Rs30,375 crore)","**Calculation**

1. **Adjusted PAT**  
   \[
   \text{Adjusted PAT} = \text{PAT} - 50\% \times \text{Net NPA}  
   = 40{,}500 - 0.5 \times 5{,}000  
   = 40{,}500 - 2{,}500  
   = 38{,}000\ \text{crore}
   \]

2. **75 % of PAT**  
   \[
   0.75 \times 40{,}500 = 30{,}375\ \text{crore}
   \]

3. **50",FALSE,disagreement,NUM_disagreement,INCORRECT,"Incomplete: calculation stops before giving the maximum eligible dividend of Rs 19,000 crore."
GPT-OSS 20B,REG_124,regulatory_interpretation,0,0,1,What is the primary restriction on additional business activities an AMC may engage in under the post-2011 SEBI (Mutual Funds) Regulations?,"The AMC shall not undertake any business activities other than management and advisory services provided to pooled assets (including offshore funds, insurance funds, pension funds, provident funds, and certain foreign portfolio investors)",It may only provide management and advisory services for pooled assets; any other business activity is prohibited unless expressly permitted by the Board and does not conflict with the mutual‑fund’s activities.,FALSE,disagreement,REG_disagreement,CORRECT,
GPT-OSS 20B,TMP_079,temporal_reasoning,0,0,1,"When were the cross-shareholding restrictions between credit rating agencies first introduced in SEBI (CRA) Regulations, 1999?","The cross-shareholding restrictions between credit rating agencies (Regulation 24A) were first introduced by the SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018, with effect from 30 May 2018. Prior to the 2018 amendment, the SEBI (CRA) Regulations, 1999 did not contain any specific prohibition on CRAs holding shares in other CRAs or shareholders of one CRA holding 10% or more in another CRA.",Not specified in the provided context.,FALSE,disagreement,TMP_disagreement,INCORRECT,"No answer provided; the reference gives May 30, 2018 and Regulation 24A."
Mistral-7B,REG_008,regulatory_interpretation,0,0,1,"Under SEBI Takeover Regulations 2011, an acquirer holding 25% or more in a target company may acquire up to what percentage of additional voting rights in a financial year without triggering an open offer obligation?",More than five per cent of the voting rights,5%,FALSE,disagreement,REG_disagreement,INCORRECT,"Wrong threshold wording: the reference answer is 'more than five per cent,' not exactly 5%."
Mistral-7B,REG_023,regulatory_interpretation,0,0,1,"Under SEBI Stock Exchanges and Clearing Corporations Regulations 2018, what is the maximum shareholding percentage a single entity can hold in a recognised stock exchange without prior written approval of the Board?",Five per cent of the paid-up equity share capital,"5% (or 15%, in certain cases)",FALSE,disagreement,REG_disagreement,INCORRECT,Wrong/ambiguous: the requested limit is 5%; adding a 15% alternative makes the answer inconsistent with the reference.
Mistral-7B,REG_024,regulatory_interpretation,0,0,1,"Under SEBI Credit Rating Agencies Regulations 1999, above what percentage shareholding in an issuer does a credit rating agency become prohibited from rating that issuer's securities?",More than ten per cent of the paid-up share capital,10%,FALSE,disagreement,REG_disagreement,INCORRECT,"Wrong threshold: the restriction applies above 10%, not at exactly 10%."
Mistral-7B,TMP_001,temporal_reasoning,0,0,1,"Under SEBI ICDR Regulations, which definition of 'key managerial personnel' is currently in force — the one aligning with Companies Act 2013 sub-section (51) of section 2, or the earlier definition referring to the core management team excluding board members?","The definition aligning with Companies Act 2013 sub-section (51) of section 2, effective from 31.01.2023","The current definition of 'key managerial personnel' under SEBI ICDR Regulations is as per the substitution made by the SEBI (Issue of Capital and Disclosure Requirements) (Amendment) Regulations, 202",TRUE,disagreement,TMP_disagreement,INCORRECT,"Incomplete: it does not state the current definition aligns with Companies Act 2013 section 2(51), and the response is cut off."
Mistral-7B,NUM_082,numerical_reasoning,0,0,1,"As on March 13, 2026, what was India's total foreign exchange reserve in US dollar terms, and by how much did it change during the week?","Total reserves: US$ 709,759 million. Weekly variation: a decrease of US$ 7,052 million.","The total foreign exchange reserve as on March 13, 2026, was US$ 709,759 million. During the week, it decreased by US$ -7,052 million.",FALSE,disagreement,NUM_disagreement,CORRECT,
Mistral-7B,NUM_083,numerical_reasoning,0,1,0,"What was the year-on-year growth rate of aggregate deposits of Scheduled Commercial Banks in India as of February 28, 2026?",11.9%,"The year-on-year growth rate of aggregate deposits of Scheduled Commercial Banks in India as of February 28, 2026 was 11.9%.",FALSE,disagreement,NUM_disagreement,CORRECT,
Mistral-7B,TMP_044,temporal_reasoning,0,0,1,"A company completed its buy-back (i.e., made the final payment to shareholders) on June 15, 2025. What is the earliest date on which it can launch its next buy-back offer?","June 15, 2026 — one year from the expiry date (June 15, 2025) of the buyback period of the preceding offer.","The earliest date for a company's next buy-back offer would be June 16, 2026.",FALSE,disagreement,TMP_disagreement,INCORRECT,"Wrong date: one year from June 15, 2025 is June 15, 2026, not June 16, 2026."
Mistral-7B,NUM_033,numerical_reasoning,0,0,1,"Under SEBI (InvIT) Regulations 2014, if an entity associated with the InvIT has a gross turnover of ten crore rupees, what is the maximum permissible pecuniary relationship an independent director candidate may have with it â€” applying the two per cent cap or the fifty lakh rupee cap?","Twenty lakh rupees (two per cent of ten crore rupees, being lower than fifty lakh rupees â€” the rule applies whichever is lower)","The maximum permissible pecuniary relationship for an independent director candidate, given a gross turnover of ten crore rupees (100 million), is 50 lakh rupees (5 million). This is calculated by app",TRUE,disagreement,NUM_disagreement,INCORRECT,"Wrong amount: 2% of Rs 10 crore is Rs 20 lakh, which is below the Rs 50 lakh cap."
Mistral-7B,NUM_034,numerical_reasoning,0,0,1,"Under SEBI (Issue and Listing of Municipal Debt Securities) Regulations 2015, if a municipal issuer makes a private placement offer to 170 non-QIB investors and 45 qualified institutional buyers simultaneously, does this exceed the private placement limit?","No. The 45 qualified institutional buyers are excluded from the calculation, so only 170 persons are counted, which is within the two hundred person limit","Yes, it exceeds the private placement limit. The limit is 200 persons (200 identified persons - 45 QIBs = 155). Offering to 170 non-QIB investors and 45 QIBs totals 215, which is more than the limit o",TRUE,disagreement,NUM_disagreement,INCORRECT,"Wrong treatment of QIBs: QIBs are excluded, so only 170 persons count and the 200-person limit is not exceeded."
Mistral-7B,NUM_036,numerical_reasoning,0,0,1,"Under SEBI (InvIT) Regulations 2014, does a family trust with a net worth of four hundred and ninety nine crore rupees (as per latest audited financial statements) qualify as an institutional investor?",No. The threshold is more than five hundred crore rupees; four hundred and ninety nine crore rupees falls below this threshold,"No, a family trust with a net worth of 499 crore rupees does not qualify as an institutional investor under SEBI (InvIT) Regulations 2014. The minimum net worth required is 500 crore rupees.",FALSE,disagreement,NUM_disagreement,CORRECT,
Mistral-7B,NUM_038,numerical_reasoning,0,0,1,"Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth eight lakh rupees with the InvIT in FY2023, and its gross turnover for that year was ninety lakh rupees. Would a partner of that firm be disqualified from acting as an independent director of the investment manager for FY2026?","No. Eight lakh rupees out of ninety lakh rupees is approximately 8.9 per cent, which is below the ten per cent threshold; the disqualification criterion is not triggered","Yes, the partner would be disqualified due to transactions amounting to more than 10% (8 lakh rupees out of 90 lakh rupees) of the gross turnover of the consulting firm in FY2023.",FALSE,disagreement,NUM_disagreement,INCORRECT,"Wrong conclusion and arithmetic: Rs 8 lakh / Rs 90 lakh is about 8.9%, below 10%, so there is no disqualification."
Mistral-7B,NUM_039,numerical_reasoning,0,0,1,"Under SEBI (FPI) Regulations 2019, if a designated depository participant application is received by SEBI on 1 March, additional information is called for on 10 March, and the applicant furnishes the information on 25 March, by what date must SEBI dispose of the application?","By 24 April (thirty days from 25 March, the date all required information was furnished, being the later of the two trigger dates)",The application must be disposed of by 30 April (30 days after 25 March).,FALSE,disagreement,NUM_disagreement,INCORRECT,"Wrong date: 30 days from March 25 is April 24, not April 30."
Mistral-7B,NUM_114,numerical_reasoning,0,0,1,"An investment adviser gave clients a sell recommendation on Bond X on April 1. On April 14, the adviser issues a revised assessment to clients. On April 16, the adviser wants to buy Bond X for its own account (contrary to the original sell recommendation). Is the April 16 transaction permissible?","The 15-day prohibition window runs from April 1 to April 15 (inclusive). April 16 falls outside the 15-day prohibition window, so the adviser may freely enter the contrary own-account buy transaction on April 16 without the need to invoke the revised-assessment exception. The transaction on April 16 is permissible. (Note: the revised assessment on April 14 was not strictly necessary for transacting on April 16, as the prohibition expired on April 15.)","No, the April 16 transaction is not permissible according to Regulation 15(7) as it falls within the 15-day period from the day of advice (April 1). The adviser can only enter into a transaction contr",TRUE,disagreement,NUM_disagreement,INCORRECT,"Wrong conclusion: April 16 is outside the April 1–15 prohibition window, so the transaction is permissible."
Mistral-7B,REG_153,regulatory_interpretation,0,1,0,"What is the minimum corpus requirement for each scheme of an Alternative Investment Fund under SEBI AIF Regulations, 2012? Does this requirement differ for social impact funds?","Under Regulation 10(b), each scheme of an AIF must have a corpus of at least Rs twenty crore. However, for social impact funds, each scheme must have a corpus of at least Rs five crore — a reduced threshold recognizing the social purpose of such funds.","The minimum corpus requirement for each scheme of an Alternative Investment Fund is twenty crore rupees. For social impact funds, the minimum corpus requirement is five crore rupees.",FALSE,disagreement,REG_disagreement,CORRECT,
Mistral-7B,NUM_118,numerical_reasoning,0,1,0,"A Category II AIF has 4 investors: an external institutional investor, a director of the Manager, an employee of the AIF, and an accredited investor. Their proposed investments are Rs 75 lakh, Rs 20 lakh, Rs 30 lakh, and Rs 50 lakh respectively. Which investments, if any, fail to meet the minimum investment requirements under SEBI AIF Regulations, 2012?","External institutional investor (Rs 75 lakh): fails the minimum of Rs 1 crore. Director of the Manager (Rs 20 lakh): fails the reduced minimum of Rs 25 lakh applicable to manager's directors. Employee of AIF (Rs 30 lakh): meets the Rs 25 lakh minimum for AIF employees. Accredited investor (Rs 50 lakh): no minimum applies — Regulation 10(c) does not apply to accredited investors. Therefore, two investments fail: the external institutional investor (Rs 75 lakh < Rs 1 crore) and the director of the Manager (Rs 20 lakh < Rs 25 lakh).","The employee of the AIF (Rs 30 lakh) and the investor who is a director of the Manager (Rs 20 lakh) fail to meet the minimum investment requirements under SEBI AIF Regulations, 2012. The employee's in",TRUE,disagreement,NUM_disagreement,INCORRECT,Wrong investors identified: the external institutional investor (Rs 75 lakh) and manager's director (Rs 20 lakh) fail; the employee's Rs 30 lakh meets the reduced minimum.
Mistral-7B,NUM_124,numerical_reasoning,0,0,1,"A foreign credit rating agency was incorporated in its home country in January 2018 and began actively rating securities in its home jurisdiction from July 2019. It applies to promote a new CRA in India in December 2025. Does it meet the 'minimum of five years' experience in rating securities' requirement under SEBI (CRA) Regulations, 1999?","The foreign CRA began rating securities from July 2019. By December 2025, it has had 6 years and 5 months of rating experience (July 2019 to December 2025). This exceeds the minimum five-year experience requirement. Yes, the foreign CRA meets the five-year experience requirement.","No, it does not meet the 'minimum of five years' experience in rating securities' requirement as per Regulation 4(d), since the agency started rating securities only from July 2019. The requirement is",TRUE,disagreement,NUM_disagreement,INCORRECT,"Wrong conclusion: July 2019 to December 2025 is more than five years, so the CRA meets the requirement."
Mistral-7B,NUM_127,numerical_reasoning,0,0,1,A Category I ESG rating provider applicant projects cumulative cash losses of Rs 6 crore until breakeven. What is the minimum liquid net worth the applicant must demonstrate at the time of filing the registration application?,"The minimum liquid net worth at application time is the higher of: (A) Rs 10 crore, or (B) Rs 5 crore + projected cumulative cash losses until breakeven = Rs 5 crore + Rs 6 crore = Rs 11 crore. Since Rs 11 crore > Rs 10 crore, the minimum required liquid net worth at application time is Rs 11 crore.",The applicant must demonstrate a minimum liquid net worth of rupees 15 crores (10 + 5) at the time of filing the registration application.,FALSE,disagreement,NUM_disagreement,INCORRECT,"Wrong calculation: the required amount is Rs 11 crore, the higher of Rs 10 crore and Rs 5 crore + Rs 6 crore."
Mistral-7B,NUM_129,numerical_reasoning,0,0,1,"Institution X holds 12% of the shares of CRA-1. It proposes to acquire a 9% stake in CRA-2. Would this acquisition violate Regulation 24A(2) of the SEBI (CRA) Regulations, 1999?","No, the proposed acquisition would not violate Regulation 24A(2). The restriction applies to a shareholder holding 10% or more in one CRA acquiring 10% or more in another CRA. Institution X already holds 12% (≥10%) in CRA-1. However, the proposed acquisition in CRA-2 is only 9%, which is below the 10% threshold. Since the combined holding in CRA-2 (9%) is less than 10%, the restriction under Regulation 24A(2) is not triggered. The acquisition is permissible.","Yes, the acquisition would violate Regulation 24A(2) as Institution X would hold more than 10% in two different credit rating agencies (CRA-1 and CRA-2), which is not allowed unless it falls under exc",TRUE,disagreement,NUM_disagreement,INCORRECT,"Wrong conclusion: the second stake is only 9%, below the 10% threshold, so Regulation 24A(2) is not triggered."
DeepSeek-R1-Distill,REG_008,regulatory_interpretation,0,0,1,"Under SEBI Takeover Regulations 2011, an acquirer holding 25% or more in a target company may acquire up to what percentage of additional voting rights in a financial year without triggering an open offer obligation?",More than five per cent of the voting rights,5%,FALSE,disagreement,REG_disagreement,INCORRECT,"Wrong threshold wording: the reference answer is 'more than five per cent,' not exactly 5%."
DeepSeek-R1-Distill,REG_015,regulatory_interpretation,0,0,1,"Under SEBI Settlement Proceedings Regulations 2018, what is the absolute latest deadline — counted from expiry of the sixty-day window — after which no settlement application in a specified proceeding will be considered?","One hundred and twenty calendar days from the expiry of the sixty-day period, or after the first hearing, whichever is earlier","The absolute latest deadline for submitting a settlement application, counted from the expiry of the sixty-day window, is 120 days. 

Answer: 120 days.",FALSE,disagreement,REG_disagreement,INCORRECT,"Incomplete: omits the 'or after the first hearing, whichever is earlier' condition."
DeepSeek-R1-Distill,REG_023,regulatory_interpretation,0,0,1,"Under SEBI Stock Exchanges and Clearing Corporations Regulations 2018, what is the maximum shareholding percentage a single entity can hold in a recognised stock exchange without prior written approval of the Board?",Five per cent of the paid-up equity share capital,"The maximum shareholding percentage is fifteen percent for specific entities like stock exchanges, depositories, banking companies, insurance companies, and public financial institutions.

Answer: 15%",TRUE,disagreement,REG_disagreement,INCORRECT,"Wrong shareholding limit: the reference is 5%, not 15%."
DeepSeek-R1-Distill,REG_079,regulatory_interpretation,0,0,1,A company defaulted on repayment of a term loan. The default was remedied. After how long can the company conduct a buy-back?,After three years have lapsed since the default ceased to subsist.,"The company can conduct a buy-back immediately after remedying the default on the term loan because the three-year waiting period applies only to defaults on deposits, not term loans.

Answer: The company can conduct the buy-back immediately after remedying the default.",FALSE,disagreement,REG_disagreement,INCORRECT,Wrong conclusion: the three-year waiting period applies after the term-loan default ceases to subsist.
DeepSeek-R1-Distill,TMP_036,temporal_reasoning,0,1,0,"The SEBI (Research Analysts) Regulations 2014 were published on September 1, 2014. On approximately which date did they come into force?","On the ninetieth day from September 1, 2014, which is approximately November 30, 2014.","The SEBI (Research Analysts) Regulations 2014 came into force on November 29, 2014.

Answer: November 29, 2014.",FALSE,disagreement,TMP_disagreement,INCORRECT,"Wrong date: the approximate 90th day is November 30, 2014, not November 29."
DeepSeek-R1-Distill,NUM_033,numerical_reasoning,0,0,1,"Under SEBI (InvIT) Regulations 2014, if an entity associated with the InvIT has a gross turnover of ten crore rupees, what is the maximum permissible pecuniary relationship an independent director candidate may have with it â€” applying the two per cent cap or the fifty lakh rupee cap?","Twenty lakh rupees (two per cent of ten crore rupees, being lower than fifty lakh rupees â€” the rule applies whichever is lower)","The maximum permissible pecuniary relationship is calculated as two percent of the gross turnover, which is lower than the fifty lakh rupee cap. 

Calculation: 2% of ₹10,000,000 = ₹200,000.

Answer: ₹200,000.00",FALSE,disagreement,NUM_disagreement,INCORRECT,"Wrong unit conversion: 2% of Rs 10 crore is Rs 20 lakh (Rs 2,000,000), not Rs 200,000."
DeepSeek-R1-Distill,NUM_038,numerical_reasoning,0,0,1,"Under SEBI (InvIT) Regulations 2014, a consulting firm had transactions worth eight lakh rupees with the InvIT in FY2023, and its gross turnover for that year was ninety lakh rupees. Would a partner of that firm be disqualified from acting as an independent director of the investment manager for FY2026?","No. Eight lakh rupees out of ninety lakh rupees is approximately 8.9 per cent, which is below the ten per cent threshold; the disqualification criterion is not triggered","The transactions (₹8 lakh) are below 10% of the firm's turnover (₹9 lakh). Therefore, the partner is not disqualified.

Answer: No, the partner would not be disqualified.",FALSE,disagreement,NUM_disagreement,CORRECT,
DeepSeek-R1-Distill,REG_124,regulatory_interpretation,0,0,1,What is the primary restriction on additional business activities an AMC may engage in under the post-2011 SEBI (Mutual Funds) Regulations?,"The AMC shall not undertake any business activities other than management and advisory services provided to pooled assets (including offshore funds, insurance funds, pension funds, provident funds, and certain foreign portfolio investors)",The primary restriction is that an AMC can only engage in management and advisory services for pooled assets and must avoid any other business activities unless they meet specified conditions and do not conflict with mutual fund operations.,FALSE,disagreement,REG_disagreement,CORRECT,
DeepSeek-R1-Distill,REG_134,regulatory_interpretation,0,0,1,"A person based in India provides investment advice exclusively to foreign clients. Does this person need to register as an investment adviser under SEBI IA Regulations, 2013? Would the answer differ if some of those foreign clients are Non-Resident Indians?","A person providing investment advice exclusively to clients based outside India is exempt from registration under Regulation 4(i). However, if any of the overseas clients are Non-Resident Indians (NRIs) or Persons of Indian Origin (PIOs), the exemption does not apply to advice given to those persons — they fall within the purview of these regulations, meaning the adviser must be registered with SEBI to advise NRIs/PIOs.","If the person provides advice exclusively to foreign clients who are not NRIs or PIOs, they do not need to register. However, if any clients are NRIs or PIOs, registration is required under the SEBI IA Regulations, 2013.

Answer:  
No registration is needed if advising only foreign clients (excludin",FALSE,disagreement,REG_disagreement,CORRECT,
DeepSeek-R1-Distill,TMP_059,temporal_reasoning,0,1,0,"How did the minimum qualification requirement for individual investment advisers under SEBI IA Regulations change with the 2020 amendment, and what further modification was made in 2025?","Under the original 2013 regulations, Regulation 7(1)(a) required a professional qualification or PG degree/diploma of minimum two years duration specifically in finance, accountancy, business management, commerce, economics, capital markets, banking, insurance, or actuarial science — or a CFA Charter. The SEBI (Investment Advisers) (Amendment) Regulations, 2020 (w.e.f. 30-09-2020) broadened this by permitting any professional qualification or graduate/post-graduate degree or diploma with no restriction on field of study, alongside NISM certification. The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 (w.e.f. 25-11-2025) further updated Regulation 7(1)(a) to require only a graduate degree (any discipline) or CFA Charter plus relevant NISM certification — removing the old requirement for a finance-specific discipline or work experience.","The 2020 amendment simplified the qualification requirements to a graduate degree or equivalent, a CFA Charter, and a relevant NISM certification. In 2025, further modifications were made, though specific details aren't provided.",FALSE,disagreement,TMP_disagreement,INCORRECT,"Incomplete/incorrect: the 2025 modification is not provided, and the 2020 rule is oversimplified."
DeepSeek-R1-Distill,TMP_062,temporal_reasoning,0,1,0,"What procedural change did the SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 make to the transition process for individual investment advisers who breach the 300-client or Rs 3 crore fee threshold?","The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 (w.e.f. 25-11-2025) amended Regulation 13(e) to add a new intermediate step: upon breaching the threshold, the individual IA must first immediately intimate the Administration and Supervisory Body and initiate the transition process before applying for in-principle approval. The 2020 version of Regulation 13(e) only required directly applying for in-principle registration as a non-individual investment adviser. The 3-month window for applying for in-principle approval was retained by the 2025 amendment, but an explicit intimation obligation was added as a new first step.","The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 introduced two key procedural changes: 

1. **Immediate Intimation and Transition Initiation**: Advisers must now immediately notify the Administration and Supervisory Body and start the transition process upon breaching the thresho",FALSE,disagreement,TMP_disagreement,CORRECT,
DeepSeek-R1-Distill,TMP_068,temporal_reasoning,0,0,1,"How did the SEBI (AIF) (Amendment) Regulations, 2020 change the eligibility requirements for the key investment team of an AIF Manager, and what was the significance of this change?","The SEBI (Alternative Investment Funds) (Amendment) Regulations, 2020 (w.e.f. 19-10-2020) substituted Regulation 4(g) to replace the experience-based standard with a certification-based standard. The original requirement was for at least one key personnel to have not less than five years of experience in managing pools of capital or securities plus a relevant professional qualification. The 2020 amendment replaced this with two separate requirements: (i) at least one key personnel must hold a relevant SEBI-specified certification (not a minimum years-of-experience requirement), and (ii) at least one key personnel must hold a finance-related professional qualification or CFA Charter. The same person may fulfill both requirements. The key significance is the shift from experience as the primary criterion to certification as the primary requirement.","The SEBI (AIF) (Amendment) Regulations, 2020, effective October 19, 2020, modified the eligibility criteria for the key investment team of an AIF Manager by introducing two new requirements: at least one member must hold a relevant NISM certification, and another must have a professional qualificati",FALSE,disagreement,TMP_disagreement,INCORRECT,"Incomplete: it omits the key significance, namely the shift from experience-based eligibility to certification-based eligibility."
