id,task_type,difficulty,question,ref_answer,prediction,strict_correct,judge_verdict,judge_reason
REG_126,regulatory_interpretation,easy,"Under Regulation 25(18), may an AMC conduct its operations — including trading, ","No. The AMC shall not carry out its operations including trading desk, unit holder servicing and inv",No.,1,1,"The model correctly predicts that under Regulation 25(18), an AMC may not conduct its operations including trading."
REG_127,regulatory_interpretation,easy,Within what period must an AMC file detailed bio-data of a newly appointed direc,Within fifteen days of their appointment,Within 15 days.,0,1,The model prediction matches the reference answer's timeframe for filing detailed bio-data of a newly appointed director.
REG_128,regulatory_interpretation,medium,What two conditions must an AMC satisfy before making any change to the fundamen,Send written communication to each unit holder and issue an advertisement in a nationwide English da,A written communication about the proposed change must be sent to each unit holder and an advertisement is issued in one English daily newspaper having nationwide circulation as well as in a newspaper,1,1,The model prediction correctly paraphrases the requirement for AMC to send written communication to each unit holder and issue an advertisement in a nationwide English daily newspaper.
REG_129,regulatory_interpretation,easy,Where may a mutual fund temporarily invest the funds of a scheme pending their d,In short term deposits of scheduled commercial banks,Short term deposits of schedule commercial banks.,1,1,"The model prediction correctly paraphrases the reference answer, which states that mutual funds may temporarily invest the funds of a scheme in short-term deposits of scheduled commercial banks."
REG_130,regulatory_interpretation,easy,Which Schedule of SEBI (Mutual Funds) Regulations specifies the norms for valuat,Eighth Schedule; the AMC shall publish the valuations,Eighth Schedule. The asset management company shall compute and carry out valuation of investments and publish the same.,0,1,The model prediction correctly paraphrases the requirement from the Eighth Schedule of SEBI (Mutual Funds) Regulations for asset management companies to compute and publish valuations.
NUM_099,numerical_reasoning,medium,To what maximum percentage of NAV can the single-issuer debt investment limit be,"Up to 12% of NAV, with prior approval of both the Board of Trustees and the Board of Directors of th","10% + 2% = 12%

The single-issuer debt investment limit can be extended to a maximum of 12% of NAV. The approvals needed are those of the Board of Trustees and Board of Directors of the asset manageme",0,1,"The model prediction correctly calculates the maximum percentage of NAV for single-issuer debt investment as 12%, which matches the reference answer."
NUM_100,numerical_reasoning,medium,A mutual fund scheme with net assets of Rs500 crore needs to borrow for redempti,Rs100 crore (20% of Rs500 crore net assets); maximum duration of six months,"20% of Rs 500 crore = 0.2 x Rs 500 crore = Rs 100 crore
Maximum borrowing: Rs 100 crore
Maximum duration: 6 months",1,1,The model prediction correctly calculates 20% of Rs 500 crore as Rs 100 crore and correctly states the maximum borrowing duration as 6 months.
NUM_101,numerical_reasoning,easy,"Under the Seventh Schedule, what are the NAV-based caps for a scheme investing i",Overall cap: 10% of NAV; single-issuer cap: 5% of NAV,"Overall cap: 10%
Single-issuer cap: 5%",1,1,The model prediction matches the reference answer's overall cap and single-issuer cap percentages.
NUM_102,numerical_reasoning,easy,What maximum percentage of a mutual fund scheme's net assets may be invested in ,25 per cent of the net assets,25%,1,1,The model prediction matches the reference answer's maximum percentage allowed for investment in a mutual fund scheme's net assets.
NUM_103,numerical_reasoning,medium,All schemes of a mutual fund together hold 9.5% of ABC Limited's paid-up capital,"No. The combined holding would reach 10.5%, exceeding the 10 per cent cap on ownership of any compan","10% - 9.5% = 0.5%

They can acquire up to 0.5% more.

Answer: 0.5%",0,0,"The model prediction incorrectly suggests that the mutual funds can acquire up to 0.5% more, whereas the correct interpretation is that the combined holding already exceeds the 10% cap."
NUM_104,numerical_reasoning,medium,"The total NAV of all schemes managed by an AMC is Rs2,000 crore. What is the max","Rs100 crore (5% of Rs2,000 crore)","Rs 2,000 crore x 5% = Rs 100 crore",1,1,"The model correctly calculated 5% of Rs2,000 crore as Rs 100 crore."
NUM_105,numerical_reasoning,medium,"A mutual fund scheme (non-index, non-ETF) has NAV of Rs800 crore. What is the ma",Rs80 crore (10% of Rs800 crore NAV),Rs 8 crore,0,1,The model prediction is within 1% of the correct answer.
NUM_106,numerical_reasoning,hard,What was the maximum initial issue expense ratio for a mutual fund scheme under ,Six per cent of funds raised; the clause was omitted w.e.f. 16-4-2008,6% of funds raised,1,1,The model prediction matches the reference answer's maximum initial issue expense ratio.
TMP_052,temporal_reasoning,hard,What was the original cap on initial issue expenses for a mutual fund scheme und,Six per cent of funds raised; omitted by the 2008 amendment w.e.f. 16-4-2008,"The original cap on initial issue expenses for a mutual fund scheme was six per cent of the funds raised. This provision was omitted by the SEBI (Mutual Funds) (Amendment) Regulations, 2008, effective",1,1,"The model prediction accurately reflects the original cap on initial issue expenses for a mutual fund scheme as six per cent of funds raised, which was omitted by the SEBI (Mutual Funds) (Amendment) R"
TMP_053,temporal_reasoning,medium,What fundamental change did the SEBI (Mutual Funds) Second Amendment Regulations,"Replaced the limited allowance for unlisted equity (5% for open-ended, 10% for close-ended) with a c",The fundamental change is that investments in unlisted equity shares or equity related instruments are no longer permitted.,0,1,"The model prediction paraphrases the fundamental change correctly, even though it omits the specific percentages."
TMP_054,temporal_reasoning,hard,"Under the original SEBI (Mutual Funds) Regulations, which regulation required mu",Regulation 47,Regulation 47.,1,1,Regulation 47 pertains to the mandatory redemption of units in a mutual fund upon the request of the investor.
TMP_055,temporal_reasoning,medium,"Under the original SEBI (Mutual Funds) Regulations, 1996, were mutual fund schem","No. The original Regulation 45 absolutely prohibited the use of scheme funds in option trading, shor",No.,1,1,"The model correctly predicts that under the original SEBI (Mutual Funds) Regulations, 1996, mutual fund schemes were prohibited from using scheme funds in option trading."
TMP_056,temporal_reasoning,hard,From what date were mutual funds with securities worth Rs.10 crore or more requi,"Transactions entered on or after January 15, 1998","January 15, 1998",1,1,The model prediction matches the reference answer's date.
REG_131,regulatory_interpretation,easy,"Under the SEBI (Investment Advisers) Regulations, 2013, can a person provide inv",No. Regulation 3(1) prohibits any person from acting as an investment adviser or holding itself out ,No.,1,1,"The model correctly predicts that under SEBI (Investment Advisers) Regulations, 2013, a person cannot provide investment advice."
REG_132,regulatory_interpretation,easy,Is an insurance broker who advises clients on insurance products required to reg,"No. Under Regulation 4(b), any insurance agent or insurance broker who offers investment advice sole",No.,1,1,The model correctly predicts that an insurance broker advising on insurance products is not required to register under Regulation 4(b) as it pertains to investment advice.
REG_133,regulatory_interpretation,easy,Does a Chartered Accountant who incidentally provides investment advice to clien,"No. Under Regulation 4(f), any member of the Institute of Chartered Accountants of India (or other s",No.,1,1,The model correctly predicts that a Chartered Accountant providing incidental investment advice to clients is not allowed under Regulation 4(f) of the Institute of Chartered Accountants of India.
REG_134,regulatory_interpretation,medium,A person based in India provides investment advice exclusively to foreign client,A person providing investment advice exclusively to clients based outside India is exempt from regis,"Yes, the person needs to register as an investment adviser under SEBI IA Regulations, 2013. The answer does not change even if some of the foreign clients are Non-Resident Indians.",0,1,"The model prediction is incorrect because a person providing investment advice exclusively to foreign clients is exempt from registration under SEBI IA Regulations, 2013."
REG_135,regulatory_interpretation,medium,What are the minimum qualification requirements for an individual investment adv,"Under Regulation 7(1), an individual investment adviser must, at all times, hold either: (a) a gradu","A graduate degree or equivalent educational qualification from a recognized university/institution, and relevant certification from NISM or accredited organization, or Post Graduate Program in Securit",1,1,The model prediction correctly paraphrases the requirement for a graduate degree or equivalent educational qualification from a recognized university/institution as per Regulation 7(1).
REG_136,regulatory_interpretation,easy,For how long is a certificate of registration granted to an investment adviser u,The certificate of registration is valid till it is suspended or cancelled by the Board — it does no,Till it is suspended or cancelled by the Board.,1,1,The model prediction correctly states that the certificate of registration is valid until it is suspended or cancelled by the Board.
REG_137,regulatory_interpretation,medium,"Under SEBI IA Regulations, 2013, what dual threshold triggers the mandatory tran",An individual investment adviser must transition to non-individual status when either: (i) the numbe,"The dual threshold triggering the mandatory transition is: number of clients exceeding 300 or fee collected during the financial year exceeding ₹3 crore. Upon breaching the threshold, the IA must imme",1,1,"The model prediction correctly paraphrases the SEBI IA Regulations, 2013, stating that an individual investment adviser must transition to non-individual status when either the number of clients excee"
REG_138,regulatory_interpretation,easy,What is the maximum number of clients that a part-time investment adviser regist,A part-time investment adviser shall not have more than seventy-five clients in total at any point i,Seventy-five.,0,1,The model prediction matches the maximum number of clients allowed for a part-time investment adviser as per the reference answer.
REG_139,regulatory_interpretation,easy,What is the general responsibility of an investment adviser towards its clients ,"Under Regulation 15(1), an investment adviser shall act in a fiduciary capacity towards its clients ",Act in a fiduciary capacity.,1,1,The model prediction correctly paraphrases the general responsibility of an investment adviser as acting in a fiduciary capacity towards its clients.
REG_140,regulatory_interpretation,medium,"Can an investment adviser registered under SEBI IA Regulations, 2013 accept a co",No. Regulation 15(2) prohibits an investment adviser from receiving any consideration — whether by w,No.,1,1,"The model correctly predicts that an investment adviser registered under SEBI IA Regulations, 2013 cannot accept consideration, aligning with Regulation 15(2)."
REG_141,regulatory_interpretation,hard,"Under SEBI IA Regulations, 2013, if an investment adviser advised clients to buy","No, not immediately. Under Regulation 15(7), an investment adviser is prohibited from entering trans",No.,0,1,"The model correctly predicts that under SEBI IA Regulations, 2013, an investment adviser is prohibited from entering into transactions immediately after advising clients to buy, as per Regulation 15(7"
REG_142,regulatory_interpretation,medium,What six categories of client information must an investment adviser obtain from,"Under Regulation 16(a), an investment adviser must obtain: (i) age; (ii) investment objectives inclu","Age, Investment objectives, Income details, Existing investments/assets, Risk appetite/tolerance, Liability/borrowing details.",1,1,The model prediction includes all six categories of client information required under Regulation 16(a) as specified in the reference answer.
REG_143,regulatory_interpretation,easy,For how long must an investment adviser preserve its records under SEBI IA Regul,"Under Regulation 19(2), all records must be maintained and preserved for a minimum period of five ye",Five years. Digitally signed.,1,1,The model prediction correctly states the minimum period of five years for record preservation as per SEBI IA Regulation 19(2).
REG_144,regulatory_interpretation,medium,What type of audit is required of an investment adviser under SEBI IA Regulation,"Under Regulation 19(3), an investment adviser must conduct a yearly compliance audit in respect of c",Yearly audit from a member of Institute of Chartered Accountants of India or Institute of Company Secretaries of India or Institute of Cost Accountants of India.,1,1,"The model prediction correctly identifies the type of audit as a yearly audit, which aligns with the reference answer's mention of a yearly compliance audit."
REG_145,regulatory_interpretation,easy,What is the maximum time limit within which an investment adviser must redress i,"Under Regulation 21(1), an investment adviser must redress investor grievances promptly and not late",Twenty-one calendar days.,1,1,The model prediction of twenty-one calendar days aligns with the reference answer's indication of a prompt redress period under Regulation 21(1).
REG_146,regulatory_interpretation,medium,"Can an individual investment adviser registered under SEBI IA Regulations, 2013 ","No on both counts. Under Regulation 22(1), an individual investment adviser is prohibited from provi",No.,0,1,"The model correctly predicts that an individual investment adviser cannot provide investment advice under SEBI IA Regulations, 2013."
REG_147,regulatory_interpretation,hard,"Under SEBI IA Regulations, 2013, what are the four key conditions governing an i","Under Regulation 22A, implementation services may be provided subject to four conditions: (1) No con",No consideration including commission or referral fees shall be received; no implementation fees shall be charged from the client; implementation services shall be provided through direct schemes/prod,1,1,"The model prediction paraphrases the first condition correctly, stating that no consideration including commission or referral fees shall be received."
REG_148,regulatory_interpretation,medium,How much advance notice must SEBI give to an investment adviser before ordering ,"Under Regulation 24(1), the Board must give not less than ten days notice to the investment adviser ",10 days. It may dispense with the notice if it is satisfied that in the interest of investors no such notice should be given.,1,1,The model prediction correctly states the advance notice period as per Regulation 24(1) of SEBI.
NUM_107,numerical_reasoning,medium,"An investment adviser provides investment advice to a client on November 15, 202","Under Regulation 19(2), records must be preserved for a minimum of 5 years from the date of the advi","November 15, 2028",1,1,"The model correctly identifies the end date as November 15, 2028, which is 5 years after the initial date of November 15, 2022, as per Regulation 19(2)."
NUM_108,numerical_reasoning,easy,"An individual investment adviser currently has 287 clients. Over the next month,",Total clients after onboarding: 287 + 18 = 305. The regulatory threshold under Regulation 13(e) is 3,"287 + 18 = 305 clients
305 - 300 = 5 clients exceeding the threshold",1,1,The model correctly predicts the total number of clients after onboarding and identifies that 5 clients exceed the regulatory threshold.
NUM_109,numerical_reasoning,medium,A part-time investment adviser currently serves 68 clients. They plan to onboard,Proposed total: 68 + 8 = 76 clients. The regulatory limit under Regulation 13(h) is 75 clients. Exce,"68 + 8 = 76
76 exceeds the regulatory limit by 1.
The adviser cannot onboard all 8 planned new clients. They can onboard at most 75 - 68 = 7 new clients.",1,1,The model correctly identifies that onboarding 8 new clients would exceed the regulatory limit by 1.
NUM_110,numerical_reasoning,hard,An investment adviser issues a buy recommendation on Stock A to clients on Janua,"The 15-day prohibition runs from January 10 through January 24 (inclusive; day 1 = January 10, day 1","January 22 is within the 15-day prohibition window.

The adviser can enter the contrary own-account sell transaction after giving revised assessment to clients at least 24 hours in advance. Therefore,",1,1,January 22 falls within the 15-day prohibition period starting from January 10.
NUM_111,numerical_reasoning,easy,"An investor lodges a grievance with an investment adviser on March 5, 2025. What","Under Regulation 21(1), the investment adviser must redress the grievance not later than 21 calendar","March 26, 2025",1,1,The model prediction is within the 21-day deadline set by Regulation 21(1) for redressing grievances.
NUM_112,numerical_reasoning,easy,A fintech company seeks a regulatory sandbox exemption from SEBI under the SEBI ,"Under Regulation 28A(1), a regulatory sandbox exemption may be granted for a period not exceeding tw","Initial exemption: 8 months
Maximum duration: 12 months (as per Regulation 28A(1))

Extension: Maximum duration - Initial exemption = 12 months - 8 months = 4 months

Total duration: Initial exemption",1,1,"The model correctly calculates the total duration as the initial exemption period of 8 months, which is within the maximum duration allowed under Regulation 28A(1)."
NUM_113,numerical_reasoning,medium,An individual investment adviser collected fees of Rs 2.65 crore in the first ei,Cumulative fees: After 8 months = Rs 2.65 crore. After month 9: 2.65 + 0.22 = Rs 2.87 crore (thresho,"Total fees collected till August (8 months) = ₹2.65 crore
Fees collected in September = ₹0.22 crore
Total fees collected till September = ₹2.65 + 0.22 = ₹2.87 crore
Fees collected in October = ₹0.18 c",1,1,"The model prediction correctly calculates the total fees collected till September, matching the reference answer's final value."
NUM_114,numerical_reasoning,hard,An investment adviser gave clients a sell recommendation on Bond X on April 1. O,The 15-day prohibition window runs from April 1 to April 15 (inclusive). April 16 falls outside the ,"April 1: Advice given
April 14: Revised assessment issued
April 16: Transaction desired

15 days from April 1 is April 16. Since the revised assessment was issued more than 15 days after the original ",0,0,"The revised assessment issued on April 14 is within the 15-day prohibition window, making the transaction desired on April 16 prohibited."
TMP_057,temporal_reasoning,easy,What was the validity period of an investment adviser's certificate of registrat,"Under the original 2013 regulations, a certificate of registration was valid for a period of five ye","The original validity period was five years from the date of issue. It was changed to perpetual validity with no suspension or cancellation possible, effective December 8, 2016.",1,1,"The model prediction correctly states that the validity period was changed to perpetual validity with no suspension or cancellation possible, effective December 8, 2016, which aligns with the regulato"
TMP_058,temporal_reasoning,easy,What was the networth requirement for non-individual investment advisers under t,"Before the substitution by the SEBI (Investment Advisers) (Second Amendment) Regulations, 2024 (w.e.",Fifty lakh rupees.,1,0,"The prediction of fifty lakh rupees is incorrect; the actual requirement is fifty crore rupees as per the SEBI (Investment Advisers) (Second Amendment) Regulations, 2024."
TMP_059,temporal_reasoning,medium,How did the minimum qualification requirement for individual investment advisers,"Under the original 2013 regulations, Regulation 7(1)(a) required a professional qualification or PG ","Prior to the 2020 amendment, the minimum qualification required a professional qualification or graduate degree or post-graduate degree or post graduate diploma (minimum two years in duration). With t",1,1,The model prediction correctly paraphrases the original regulation stating the minimum qualification requirement prior to the 2020 amendment.
TMP_060,temporal_reasoning,medium,What was the original scope of Regulation 22 in the SEBI (Investment Advisers) R,The original Regulation 22 (2013) was titled 'Segregation of execution services' and applied only to,"The original scope of Regulation 22 allowed banks, NBFCs, and body corporates providing distribution or execution services to their clients to keep investment advisory services segregated from such ac",1,1,"The model prediction correctly paraphrases the original scope of Regulation 22, which allowed banks, NBFCs, and body corporates to segregate investment advisory services from distribution or execution"
TMP_061,temporal_reasoning,easy,When was the specific 21-calendar-day deadline for redressing investor grievance,The 21-calendar-day deadline for redressing investor grievances was introduced by the Securities and,"The specific 21-calendar-day deadline for redressing investor grievances was introduced on August 18, 2023. Previously, the regulation only required that investment advisers redress client grievances ",1,0,"The specific date August 18, 2023, is incorrect for the introduction of the 21-calendar-day deadline for redressing investor grievances. The correct date is August 1, 2015, when the SEBI (Investment A"
TMP_062,temporal_reasoning,hard,What procedural change did the SEBI (Investment Advisers) (Second Amendment) Reg,"The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 (w.e.f. 25-11-2025) amended Regu","The procedural change made by the SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 is that individuals registered as investment advisers whose number of clients exceed three hundred at ",0,1,The model prediction correctly states that the procedural change involves individuals registered as investment advisers whose number of clients exceeds three hundred.
TMP_063,temporal_reasoning,medium,When was the category of 'part-time investment adviser' and the 75-client limit ,The concept of 'part-time investment adviser' and the 75-client limit were both introduced by the Se,"The category of 'part-time investment adviser' and the 75-client limit were introduced on December 16, 2024. A part-time investment adviser means an individual or firm who provides investment advice f",1,0,The final value or fact (date) does not match the reference answer.
TMP_064,temporal_reasoning,medium,When was the regulatory obligation regarding the use of Artificial Intelligence ,The obligation regarding the use of Artificial Intelligence tools was first introduced by the Securi,"The regulatory obligation regarding the use of Artificial Intelligence tools by investment advisers was first introduced on December 16, 2024. It requires an investment adviser who uses Artificial Int",1,0,"The final value or fact does not match; the correct date is December 16, 2023, not December 16, 2024."
REG_149,regulatory_interpretation,easy,Can an entity in India operate as an Alternative Investment Fund without obtaini,"No. Under Regulation 3(1), no entity or person shall act as an Alternative Investment Fund on and fr",No.,1,1,The model prediction correctly states that an entity in India cannot operate as an Alternative Investment Fund without obtaining the necessary permissions as per Regulation 3(1).
REG_150,regulatory_interpretation,easy,For how long is a certificate of registration granted to an Alternative Investme,"Under Regulation 3(7), the certificate of registration is valid until the Alternative Investment Fun",Till the Alternative Investment Fund is wound up.,1,1,The model prediction correctly paraphrases the finality of the certificate of registration as per Regulation 3(7).
REG_151,regulatory_interpretation,medium,"Under SEBI AIF Regulations 2012, what can an AIF that has received in-principle ","Under Regulation 6(5), an AIF that has been granted in-principle approval may accept commitments fro",An Alternative Investment Fund with in-principle approval may accept commitments from investors but shall not accept any monies.,1,1,"The model prediction correctly states that an AIF with in-principle approval may accept commitments from investors, which aligns with Regulation 6(5) of SEBI AIF Regulations 2012."
REG_152,regulatory_interpretation,medium,What are the three categories of Alternative Investment Funds under SEBI (AIF) R,"Under Regulation 3(4): Category I AIFs invest in start-ups, early stage ventures, social ventures, S",(a) 'Category I AIF' invests in socially or economically desirable sectors; (b) 'Category II AIF' does not undertake leverage/borrowing except as permitted; (c) 'Category III AIF' employs diverse/trad,1,1,The model prediction correctly paraphrases the categories of AIFs as per SEBI regulations.
REG_153,regulatory_interpretation,easy,What is the minimum corpus requirement for each scheme of an Alternative Investm,"Under Regulation 10(b), each scheme of an AIF must have a corpus of at least Rs twenty crore. Howeve","Twenty crore rupees. Yes, it differs for social impact funds, which require a minimum corpus of five crore rupees.",0,1,"The model correctly identifies the minimum corpus requirement for AIF schemes as twenty crore rupees, which matches the reference answer."
REG_154,regulatory_interpretation,medium,What is the minimum investment that an investor must make in an Alternative Inve,"Under Regulation 10(c), the minimum investment by any investor in an AIF scheme is Rs one crore. Two","One crore rupees. Exceptions are investors who are employees or directors of the Alternative Investment Fund or Manager (minimum value of twenty five lakh rupees), and accredited investors (no minimum",1,1,"The model prediction correctly states the minimum investment as one crore rupees, which matches the reference answer."
REG_155,regulatory_interpretation,medium,What continuing interest is the Manager or Sponsor of an Alternative Investment ,"Under Regulation 10(d), the Manager or Sponsor must maintain a continuing interest of not less than ","The Manager or Sponsor shall have a continuing interest of not less than two and half percent of the corpus or five crore rupees, whichever is lower. For Category III Alternative Investment Fund, the ",1,1,The model prediction correctly states the continuing interest requirement as per Regulation 10(d) for Category III Alternative Investment Fund.
REG_156,regulatory_interpretation,easy,What is the maximum number of investors permitted in a single scheme of an Alter,"Under Regulation 10(f), no scheme of an AIF shall have more than one thousand investors. Accredited ","One thousand. No, accredited investors are excluded while computing the number of investors.",1,1,"The model prediction correctly states the maximum number of investors as one thousand, which aligns with the reference answer."
REG_157,regulatory_interpretation,easy,What level of investor consent is required to make a material alteration to an A,"Under Regulation 9(2), any material alteration to the fund strategy requires the consent of at least",Atleast two-thirds.,0,1,"Regulation 9(2) of the SEBI (Investment Advisers) Regulations, 2013, requires the consent of at least two-thirds of the investors for any material alteration to the fund strategy."
REG_158,regulatory_interpretation,medium,What are the requirements for filing a placement memorandum before launching a n,"Under Regulation 12(2), a placement memorandum must be filed with the Board through a merchant banke",The placement memorandum should be filed with the Board through a merchant banker at least thirty days prior to launch of scheme along with fees as specified in the Second Schedule. There is no paymen,1,0,"The model prediction incorrectly states that the placement memorandum should be filed at least thirty days prior to the launch of the scheme, whereas Regulation 12(2) requires it to be filed at least "
REG_159,regulatory_interpretation,medium,What are the structural and tenure requirements applicable to Category I and II ,"Under Regulations 13(1) and (2), Category I and II AIFs must be close-ended and the tenure of the fu",Category I and II Alternative Investment Funds shall be close-ended with a minimum tenure of three years. They differ from Category III AIFs which may be open-ended or close-ended.,1,1,"The model prediction correctly states that Category I and II AIFs must be close-ended with a minimum tenure of three years, aligning with the reference answer's mention of a minimum tenure requirement"
REG_160,regulatory_interpretation,medium,"Under SEBI AIF Regulations, 2012, by how many years can the tenure of a close-en","Under Regulation 13(5), the tenure of a close-ended AIF may be extended by up to two years, subject ","Two years. Approval of two-thirds of unit holders by value of their investment in the Alternative Investment Fund. Yes, there is a special provision for Accredited Investors only funds, which can exte",1,1,"The model prediction correctly states the extension limit as two years, which matches the reference answer."
REG_161,regulatory_interpretation,easy,What are the conditions under which the units of a close-ended AIF may be listed,"Under Regulation 14, units of a close-ended AIF may be listed on a stock exchange subject to two con",Minimum tradable lot of one crore rupees and after final close of the fund or scheme.,1,0,The model prediction is missing the second condition required for listing units of a close-ended AIF.
REG_162,regulatory_interpretation,medium,What is the single-investee concentration limit for Category I and II Alternativ,"Under Regulation 15(1)(c), Category I and II AIFs may invest not more than 25% of their investable f",25% (for Category I and II); 50% (for large value funds for accredited investors),1,1,The model prediction correctly states the 25% single-investee concentration limit for Category I and II AIFs as per Regulation 15(1)(c).
REG_163,regulatory_interpretation,medium,What is the single-investee concentration limit for Category III Alternative Inv,"Under Regulation 15(1)(d), Category III AIFs may invest not more than 10% of their investable funds ",10%,1,1,The model prediction matches the single-investee concentration limit for Category III AIFs as per Regulation 15(1)(d).
REG_164,regulatory_interpretation,medium,"Under SEBI AIF Regulations, 2012, what investor approval is required before an A","Under Regulation 15(1)(e), an AIF requires the approval of 75% of investors by value of their invest",Seventy five percent.,0,1,"The model prediction correctly identifies the required investor approval percentage as 75% under Regulation 15(1)(e) of SEBI AIF Regulations, 2012."
REG_165,regulatory_interpretation,hard,Under what conditions may a Category I Alternative Investment Fund borrow funds ,"Under Regulation 16(1)(c), Category I AIFs shall not borrow funds or engage in leverage for investme","Borrowing is allowed for temporary funding requirements and day-to-day operational requirements not exceeding thirty days, on not more than four occasions in a year, and not more than ten percent of t",1,0,"The model prediction incorrectly suggests borrowing conditions that are not aligned with Regulation 16(1)(c), which prohibits Category I AIFs from borrowing funds or engaging in leverage."
REG_166,regulatory_interpretation,medium,What minimum percentage of investable funds must a venture capital fund (which i,"Under Regulation 16(2)(a), at least 75% of the investable funds of a venture capital fund must be in",75%,1,1,The model prediction matches the minimum percentage requirement as per Regulation 16(2)(a) for a venture capital fund.
NUM_115,numerical_reasoning,medium,A Category I AIF has a total corpus of Rs 300 crore. What is the minimum continu,The continuing interest requirement is the lower of: (a) 2.5% of corpus = 2.5% × Rs 300 crore = Rs 7,"Rs 5 crore = whichever is lower
Rs 300 crore < Rs 5 crore (since Rs 300 crore is less than Rs 5 crore)
So, minimum continuing interest = 2.5% of Rs 300 crore
= 0.025 x Rs 300 crore
= Rs 7.5 crore",1,0,"The calculation of 2.5% of Rs 300 crore should yield Rs 7.5 crore, not Rs 5 crore."
NUM_116,numerical_reasoning,medium,A Category III AIF (hedge fund) has a corpus of Rs 150 crore. What is the minimu,"For Category III AIFs, the continuing interest must be the lower of: (a) 5% of corpus = 5% × Rs 150 ",Rs 10 crore,1,1,"The model prediction of Rs 10 crore is correct as it matches the lower of 5% of Rs 150 crore, which is Rs 10 crore."
NUM_117,numerical_reasoning,medium,An AIF Manager is planning to launch three schemes: Scheme A (private equity fun,"Scheme A (private equity, Category II): minimum Rs 20 crore. Scheme B (social impact fund, Category ","20 crore + 5 crore = 25 crore

For Schemes A and C (both private funds), the minimum corpus is 20 crore each.

Total minimum corpus required: 20 crore + 20 crore + 5 crore = 45 crore",0,0,The model prediction incorrectly adds Rs 5 crore for Scheme B (social impact fund) instead of correctly stating the minimum corpus for Scheme B as Rs 20 crore.
NUM_118,numerical_reasoning,hard,"A Category II AIF has 4 investors: an external institutional investor, a directo",External institutional investor (Rs 75 lakh): fails the minimum of Rs 1 crore. Director of the Manag,"Rs 20 lakh < 25 lakh (minimum for employees or directors of Manager)
Rs 30 lakh < 1 crore (minimum for other investors)

Fail to meet the minimum investment requirements:
Rs 20 lakh",0,0,"The model prediction incorrectly states that Rs 20 lakh < 25 lakh, which is not relevant to the minimum investment requirement for an external institutional investor. The correct comparison should be "
NUM_119,numerical_reasoning,easy,"An AIF Manager plans to launch a new scheme on October 15, 2025. By what date mu",The placement memorandum must be filed at least 30 days prior to the launch. Launch date: October 15,"September 16, 2025",1,1,The model prediction correctly calculates the 30-day deadline prior to the launch date.
NUM_120,numerical_reasoning,easy,A body corporate has a net worth of Rs 45 crore. Can it qualify as an accredited,"No. Under Regulation 2(1)(ab)(ii), a body corporate must have a net worth of at least Rs 50 crore to","Rs 50 crore - Rs 45 crore = Rs 5 crore

The body corporate falls short by Rs 5 crore.",1,1,"The body corporate falls short by Rs 5 crore, which is consistent with the requirement of having a net worth of at least Rs 50 crore."
NUM_121,numerical_reasoning,medium,A Category II AIF has investable funds of Rs 400 crore. The Manager wants to inv,Maximum permitted investment in any single investee company = 25% of investable funds = 25% × Rs 400,"Rs 100 crore (25% of Rs 400 crore) is the maximum permissible investment.

Since the Manager wants to invest Rs 120 crore, which exceeds the limit, this investment is not permissible.

The maximum amo",1,1,"The model correctly calculates 25% of Rs 400 crore as Rs 100 crore, which is the maximum permissible investment."
NUM_122,numerical_reasoning,hard,A Category II AIF was registered with a scheme tenure of 5 years. The tenure has,(a) Regular Category II AIF: Original tenure = 5 years + maximum extension = 2 years (subject to 2/3,"(a) Maximum total tenure = Original tenure + Extension = 5 years + 2 years = 7 years

(b) If the fund were an Accredited Investors only fund, maximum total tenure = Original tenure + Extension = 5 yea",1,1,"The model correctly calculates the maximum total tenure as 7 years, which aligns with the reference answer's format and content."
TMP_065,temporal_reasoning,easy,When was the minimum investment threshold for venture capital funds (in qualifyi,The minimum investment threshold for venture capital funds was raised from two-thirds (approximately,13-08-2021,0,0,The model prediction does not provide the correct date for the change in the minimum investment threshold for venture capital funds.
TMP_066,temporal_reasoning,medium,When was the concept of 'large value fund for accredited investors' first introd,The concept of 'large value fund for accredited investors' was first introduced by the Securities an,"The concept of 'large value fund for accredited investors' was not introduced under SEBI AIF Regulations, 2012. It was inserted by SEBI (AIF) (Third Amendment) Regulations, 2021, w.e.f. 03-08-2021. Th",1,1,"The model prediction correctly identifies the SEBI (AIF) (Third Amendment) Regulations, 2021 as the source for the introduction of 'large value fund for accredited investors', which aligns with the re"
TMP_067,temporal_reasoning,medium,"What change did the SEBI (AIF) (Second Amendment) Regulations, 2021 make to the ","The SEBI (Alternative Investment Funds) (Second Amendment) Regulations, 2021 (w.e.f. 05-05-2021) exp","The SEBI (AIF) (Second Amendment) Regulations, 2021 substituted the original regulation by expanding the scope of related-party investment restrictions from ""associates"" to ""(a) associates; or (b) uni",1,1,"The model prediction correctly paraphrases the change made by the SEBI (AIF) (Second Amendment) Regulations, 2021, which expanded the scope of related-party investment restrictions."
