ctx_len,q_len,num_dates,num_numbers,num_currencies,num_amendments,num_sebi_rbi_refs,num_conditions,flesch_ease,fk_grade,sentence_count,corr_Gemini_2.5_Flash,corr_Qwen3-32B,corr_LLaMA-3.3-70B,corr_Llama_4_Scout_17B,corr_Kimi_K2,corr_LLaMA-3-8B,corr_GPT-OSS_120B,corr_GPT-OSS_20B,corr_Mistral-7B,corr_DeepSeek_R1_70B,corr_Gemma_4_E4B,ensemble_accuracy,is_hard,task_type,human_difficulty
1,22,1,2,2,1,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,contradiction_detection,hard
1,26,1,3,2,1,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,medium
1,20,1,2,1,1,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1.0,0,contradiction_detection,medium
35,25,3,6,6,1,2,0,47.547619047619065,9.525714285714287,5,1,1,0,1,1,1,1,1,1,1,1,0.9090909090909091,0,temporal_reasoning,easy
63,22,3,6,3,1,2,0,35.12000000000003,13.57777777777778,5,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,medium
65,26,4,15,4,4,1,0,8.125865384615395,16.162884615384616,8,1,1,1,1,1,1,1,0,1,1,1,0.9090909090909091,0,temporal_reasoning,hard
48,20,2,8,4,3,2,0,43.33333333333334,11.107234042553195,5,1,1,1,1,0,1,1,1,1,1,1,0.9090909090909091,0,temporal_reasoning,medium
34,15,2,4,5,1,2,0,42.77411764705883,11.516470588235293,7,1,1,1,0,1,1,1,1,1,1,0,0.8181818181818182,0,temporal_reasoning,easy
34,18,3,9,5,1,2,0,35.309411764705914,12.55764705882353,4,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,easy
39,16,3,6,10,1,2,0,41.793846153846175,10.659487179487183,5,1,1,1,1,1,1,1,0,1,1,1,0.9090909090909091,0,temporal_reasoning,easy
67,18,2,14,4,2,2,1,13.70398009950253,16.896119402985075,5,1,1,1,1,1,1,1,1,1,1,1,1.0,0,temporal_reasoning,medium
59,23,1,5,3,0,1,0,7.861864406779688,26.820000000000004,1,1,1,1,0,1,0,1,1,1,1,0,0.7272727272727273,0,regulatory_interpretation,easy
76,35,0,5,1,0,0,0,-21.694473684210493,35.165789473684214,2,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,regulatory_interpretation,easy
51,27,0,1,0,0,0,1,-9.15352941176468,27.205882352941178,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
81,26,1,5,1,0,1,1,-40.40222222222219,39.01728395061728,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
72,24,1,5,2,0,1,1,-29.569999999999993,35.27055555555556,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
56,31,0,4,2,0,0,0,-4.097857142857123,27.742857142857144,1,0,0,0,0,0,0,0,0,1,1,1,0.2727272727272727,1,regulatory_interpretation,easy
82,20,1,1,4,0,1,2,9.432195121951253,22.129268292682926,2,0,1,1,1,1,1,1,1,1,1,1,0.9090909090909091,0,regulatory_interpretation,medium
53,26,1,9,2,0,1,0,18.956981132075498,23.781886792452834,1,1,1,1,1,1,0,1,1,1,1,1,0.9090909090909091,0,regulatory_interpretation,easy
78,31,0,4,0,0,0,3,26.25,19.286666666666665,2,1,1,1,1,1,1,0,1,1,1,1,0.9090909090909091,0,regulatory_interpretation,medium
78,38,0,5,3,0,0,2,-15.50423076923073,34.799230769230775,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
116,22,1,7,6,0,2,0,-57.49637931034481,50.096551724137925,6,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,hard
89,32,0,8,2,0,0,0,-28.935955056179736,39.40539325842697,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
55,21,1,6,1,0,1,0,35.87159090909094,15.087727272727275,2,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
97,37,1,5,1,0,2,2,26.78275773195878,21.572422680412377,2,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,easy
85,22,0,4,3,0,0,1,-34.705882352941146,39.216470588235296,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
69,24,0,5,1,0,0,2,-25.043478260869534,33.893913043478264,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,medium
114,35,1,6,3,0,1,2,37.65447368421056,17.44754385964912,3,1,1,1,1,1,1,1,1,0,0,0,0.7272727272727273,0,regulatory_interpretation,medium
103,30,1,5,7,1,1,0,-66.08864077669901,48.06543689320388,6,1,1,1,1,1,1,1,1,1,1,1,1.0,0,regulatory_interpretation,hard
27,33,1,8,8,0,1,1,15.644000000000034,17.288,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,numerical_reasoning,medium
53,40,1,9,2,0,0,0,6.187169811320786,25.56301886792453,2,1,1,1,1,0,0,0,0,0,1,0,0.45454545454545453,1,numerical_reasoning,easy
45,38,0,9,1,0,0,0,29.56000000000003,20.31555555555556,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,numerical_reasoning,easy
60,56,1,10,5,0,0,2,3.5250000000000057,27.673333333333336,3,1,1,1,1,1,0,0,1,0,0,0,0.5454545454545454,0,numerical_reasoning,hard
54,47,0,6,9,0,0,0,11.025000000000006,25.136666666666674,4,1,0,1,0,1,1,0,0,1,0,1,0.5454545454545454,0,numerical_reasoning,medium
52,37,0,9,9,0,1,1,79.75870748299323,6.192244897959185,6,1,0,1,1,1,0,0,0,1,1,0,0.5454545454545454,0,numerical_reasoning,medium
32,42,1,6,0,0,2,0,39.523750000000035,15.696250000000003,2,1,1,1,1,1,1,0,1,1,1,0,0.8181818181818182,0,numerical_reasoning,medium
43,43,0,8,1,0,0,0,19.56674418604652,21.21255813953488,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0,numerical_reasoning,easy
1,23,1,5,1,0,1,0,50.0,10.0,0,1,1,1,1,1,1,1,1,0,1,0,0.8181818181818182,0,contradiction_detection,medium
1,25,2,4,2,0,1,0,50.0,10.0,0,0,1,1,1,0,1,1,1,1,1,0,0.7272727272727273,0,contradiction_detection,hard
1,21,1,5,1,0,1,0,50.0,10.0,0,1,1,1,1,0,1,0,1,0,1,1,0.7272727272727273,0,contradiction_detection,medium
1,19,0,4,0,0,0,0,50.0,10.0,0,0,1,1,1,1,1,1,1,0,1,0,0.7272727272727273,0,contradiction_detection,medium
1,25,0,2,0,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,1,0,1,1,0.9090909090909091,0,contradiction_detection,hard
1,30,0,8,1,0,0,0,50.0,10.0,0,1,1,1,1,1,1,1,0,1,1,0,0.8181818181818182,0,contradiction_detection,hard
38,25,4,8,6,2,3,0,18.350000000000023,15.420000000000002,8,1,0,0,1,1,0,0,1,0,0,0,0.36363636363636365,1,temporal_reasoning,medium
61,25,3,10,1,2,2,0,40.57371584699456,12.651475409836067,6,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,temporal_reasoning,medium
70,28,2,10,4,2,2,0,26.03738095238097,15.424285714285713,6,1,1,1,1,1,1,1,1,1,1,0,0.9090909090909091,0,temporal_reasoning,medium
75,18,4,9,1,1,3,0,10.004000000000019,18.07466666666667,6,0,1,1,1,0,0,0,0,0,1,1,0.45454545454545453,1,temporal_reasoning,hard
83,36,2,8,2,1,1,0,10.572610441767068,18.657831325301206,6,1,1,1,1,1,1,1,1,0,1,0,0.8181818181818182,0,temporal_reasoning,hard
82,23,3,13,5,2,2,0,12.98678861788619,18.23829268292683,6,1,1,1,1,1,1,1,1,0,1,1,0.9090909090909091,0,temporal_reasoning,hard
61,29,2,13,2,3,2,0,21.09134426229511,13.348327868852458,7,1,1,1,1,1,1,1,1,0,1,1,0.9090909090909091,0,temporal_reasoning,medium
59,26,3,5,3,1,5,0,0.5230084745762724,20.515000000000004,5,1,0,0,0,0,0,1,1,0,0,1,0.36363636363636365,1,temporal_reasoning,easy
