id,task_type,source,document,regulation,context,question,answer,answer_type,difficulty,document_a,document_b,regulation_a,regulation_b,context_a,context_b,explanation,num_dates,amendment_count,circular_refs,context_len,num_years,complexity_score,complexity_tier
TMP_076,temporal_reasoning,SEBI,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 2(h) — definition of 'credit rating agency' (pre-2021): rating of securities offered by way of public or rights issue. [Amended by SEBI (CRA) (Amendment) Regulations, 2021 w.e.f. 03-08-2021]: rating of securities that are listed or proposed to be listed on a stock exchange recognized by the Board.","What change did the SEBI (CRA) (Amendment) Regulations, 2021 make to the definition of 'credit rating agency' under Regulation 2(h)?","The SEBI (Credit Rating Agencies) (Amendment) Regulations, 2021 (w.e.f. 03-08-2021) substituted the definition of 'credit rating agency' under Regulation 2(h). The original definition restricted 'credit rating agencies' to entities rating securities 'offered by way of public or rights issue' — covering only primary market issuances. The 2021 amendment broadened the definition to cover rating of securities 'that are listed or proposed to be listed on a stock exchange recognized by the Board' — expanding the scope to include all listed securities and not just those offered via public or rights issues.",extractive,medium,,,,,,,,2,3,2,48,1,0.61,High
TMP_077,temporal_reasoning,SEBI,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,"SEBI (Credit Rating Agencies) Regulations, 1999","Chapter IVA (ESG Rating Providers) inserted by SEBI (CRA) (Amendment) Regulations, 2023, w.e.f. 4.07.2023. Regulation 28C: no person shall act as an ESG rating provider unless it has obtained a certificate from the Board.","When was the regulatory framework for ESG rating providers introduced under SEBI (CRA) Regulations, 1999?","The regulatory framework for ESG rating providers was introduced through the insertion of Chapter IVA (comprising Regulations 28A to 28I) by the Securities and Exchange Board of India (Credit Rating Agencies) (Amendment) Regulations, 2023, with effect from 4 July 2023. Prior to this amendment, SEBI (CRA) Regulations, 1999 contained no provisions specifically governing ESG rating providers.",extractive,easy,,,,,,,,2,1,1,34,2,0.373,Medium
TMP_078,temporal_reasoning,SEBI,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 5(l) (inserted by SEBI (CRA) (Amendment) Regulations, 2018, w.e.f. 30-05-2018): the promoter of the credit rating agency, in terms of regulation 4, has a minimum shareholding of 26% in the credit rating agency.","When was the 26% minimum promoter shareholding requirement for credit rating agencies introduced under SEBI (CRA) Regulations, 1999?","The requirement for a minimum promoter shareholding of 26% in a credit rating agency was introduced by the SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018, with effect from 30 May 2018. Prior to this amendment, the SEBI (CRA) Regulations, 1999 did not prescribe any minimum shareholding requirement for promoters. The 2018 amendment inserted Regulation 5(l) (eligibility criterion) and Regulation 9(e) (ongoing condition of certificate) to impose this requirement.",extractive,easy,,,,,,,,3,1,2,34,2,0.453,Medium
TMP_079,temporal_reasoning,SEBI,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 24A (inserted by SEBI (CRA) (Amendment) Regulations, 2018, w.e.f. 30-05-2018): cross-shareholding restrictions between CRAs. A CRA shall not directly or indirectly hold 10% or more shareholding in any other CRA, or have board representation in any other CRA.","When were the cross-shareholding restrictions between credit rating agencies first introduced in SEBI (CRA) Regulations, 1999?","The cross-shareholding restrictions between credit rating agencies (Regulation 24A) were first introduced by the SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018, with effect from 30 May 2018. Prior to the 2018 amendment, the SEBI (CRA) Regulations, 1999 did not contain any specific prohibition on CRAs holding shares in other CRAs or shareholders of one CRA holding 10% or more in another CRA.",extractive,easy,,,,,,,,3,1,1,39,2,0.433,Medium
TMP_080,temporal_reasoning,SEBI,SEBI_1999_securities_and_exchange_board_of_india_credit_rating_ag_085.txt,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 15(1) (pre-2018): Every credit rating agency shall, during the lifetime of securities rated by it continuously monitor the rating of such securities. Regulation 15(1) (as substituted by SEBI (CRA) (Amendment) Regulations, 2018, w.e.f. 30-05-2018): Every credit rating agency shall, during the lifetime of securities rated by it continuously monitor the rating of such securities, unless the rating is withdrawn, subject to the provisions of regulation 16(3).","What change did the SEBI (CRA) (Amendment) Regulations, 2018 make to the continuous monitoring obligation under Regulation 15(1)?","The SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018 (w.e.f. 30-05-2018) added a qualifying carveout to the continuous monitoring obligation in Regulation 15(1). The original version required CRAs to continuously monitor ratings 'during the lifetime of securities rated by it' with no exception. The 2018 amendment added the phrase 'unless the rating is withdrawn, subject to the provisions of regulation 16(3)' — clarifying that the monitoring obligation ceases if and when a rating is legitimately withdrawn in accordance with the conditions specified in Regulation 16(3) (i.e., winding up, merger, or as specified by the Board).",extractive,medium,,,,,,,,2,3,4,67,1,0.65,High
TMP_081,temporal_reasoning,SEBI,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 6A was inserted by the SEBI (Substantial Acquisition of Shares and Takeovers) (Second Amendment) Regulations, 2016, w.e.f. 25-05-2016. Regulation 6B was inserted by the SEBI (Substantial Acquisition of Shares and Takeovers) (Second Amendment) Regulations, 2018, w.e.f. 11-09-2018.","When did SEBI introduce separate prohibitions on wilful defaulters and fugitive economic offenders making open offers under the Takeovers Regulations, and what triggered these additions?","The prohibition on wilful defaulters (Regulation 6A) was inserted by the Second Amendment Regulations, 2016, effective May 25, 2016, following Reserve Bank of India guidelines on wilful defaulters. The prohibition on fugitive economic offenders (Regulation 6B) was inserted by the Second Amendment Regulations, 2018, effective September 11, 2018, following the enactment of the Fugitive Economic Offenders Act, 2018.",extractive,medium,,,,,,,,4,2,2,38,2,0.647,High
TMP_082,temporal_reasoning,SEBI,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 18(4): Irrespective of whether a competing offer has been made, an acquirer may make upward revisions to the offer price at any time prior to the commencement of the last one working day before the commencement of the tendering period. Substituted by the SEBI (SAST) (Second Amendment) Regulations, 2018, w.e.f. 11-09-2018. Prior to its substitution, it read 'three working days'.",How was the deadline for making upward revisions to the offer price changed under Regulation 18(4) of SEBI Takeovers Regulations 2011 by the 2018 amendments?,"Prior to the 2018 amendment, an acquirer could make upward revisions to the offer price up to three working days before the commencement of the tendering period. The Second Amendment Regulations, 2018 (effective September 11, 2018) reduced this window to one working day before the commencement of the tendering period, tightening the timeline for last-minute price revisions.",extractive,medium,,,,,,,,3,4,2,61,2,0.72,High
TMP_083,temporal_reasoning,SEBI,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 3(5): For the purpose of this regulation, any reference to 'twenty-five per cent' in case of listed entity which has listed its specified securities on Innovators Growth Platform shall be read as 'forty-nine per cent'. Inserted by the SEBI (Substantial Acquisition of Shares and Takeovers) (Amendment) Regulations, 2021, w.e.f. 05-05-2021. Regulation 1(3): The word 'institutional trading platform' was also substituted to 'Innovators Growth Platform' by the same 2021 amendment.","When did SEBI introduce the higher 49% open offer threshold for entities listed on the Innovators Growth Platform (formerly Institutional Trading Platform), and what changes were made simultaneously?","The Amendment Regulations, 2021, effective May 5, 2021, inserted Regulations 3(5) and 6(4) providing that the 25% mandatory open offer threshold reads as 49% for IGP-listed entities. Simultaneously, the same amendment renamed 'institutional trading platform' to 'Innovators Growth Platform' throughout the regulations.",extractive,medium,,,,,,,,2,3,3,70,1,0.63,High
TMP_084,temporal_reasoning,SEBI,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 5A was substituted by the SEBI (SAST) (Third Amendment) Regulations, 2021, w.e.f. 6-12-2021. The original Regulation 5A (inserted by the SEBI (Listing of Specified Securities on Institutional Trading Platform) Regulations, 2013) read: 'The acquirer may delist the company in accordance with the Securities and Exchange Board of India (Delisting of Equity Shares) Regulations, 2009.' The new Regulation 5A provides a detailed delisting offer framework referencing the Delisting Regulations, 2021 and includes a two-attempt structure.",How did the SEBI Takeovers Regulations provisions on combined open offer and delisting evolve from 2013 to 2021?,"In 2013, a basic Regulation 5A was inserted allowing an acquirer making an open offer to also delist under the Delisting Regulations, 2009, with specific disclosure conditions. In December 2021, the Third Amendment Regulations substituted the old Regulation 5A with a comprehensive new framework referencing the updated Delisting Regulations, 2021. The new Regulation 5A introduced: (a) detailed conditions for acquirer eligibility; (b) a two-payment structure (indicative price if delisting threshold met, open offer price if not); (c) a two-attempt delisting structure; and (d) updated timelines for withdrawal announcements.",extractive,hard,,,,,,,,4,2,3,75,3,0.717,High
TMP_085,temporal_reasoning,SEBI,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 10(1)(b)(viii): Invocation of pledge by Scheduled Commercial Banks or Public Financial Institutions as a pledgee was listed as an acquisition in the ordinary course of business exempt from open offer obligations. Regulation 29(4) proviso: the disclosure requirement on encumbrance does not apply to a scheduled commercial bank or public financial institution or a housing finance company or a systemically important non-banking financial company as pledgee. The housing finance company and SBNFC exemption was inserted by the Third Amendment Regulations, 2018, w.e.f. 31-12-2018.","When were housing finance companies and systemically important NBFCs added to the list of pledgees exempt from disclosure obligations under the encumbrance provisions of SEBI Takeovers Regulations, and what was the scope of the original exemption?","The original exemption in Regulation 29(4) covered only scheduled commercial banks and public financial institutions acting as pledgees in ordinary business. The Third Amendment Regulations, 2018, effective December 31, 2018, expanded this to also include housing finance companies (registered with NHB, deposit-taking or with asset size of Rs 500 crore or more) and systemically important non-banking financial companies. The expansion recognised the growing role of these institutions as lenders against pledged shares.",extractive,hard,,,,,,,,2,1,2,83,1,0.343,Medium
TMP_086,temporal_reasoning,SEBI,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 30 (continual disclosures) was omitted by the SEBI (SAST) (Second Amendment) Regulations, 2021, w.e.f. 1-4-2022. Prior to omission, Regulation 30 required every person holding 25%+ and all promoters to disclose their aggregate shareholding as of March 31 each year within 7 working days from year-end. Regulation 29(1) was also substituted by the same amendment, shifting from requiring disclosure only by the acquirer doing the acquisition to requiring disclosure by any acquirer (together with PAC) whose aggregate acquisition reaches 5% or more.","What happened to the annual continual disclosure requirement for promoters and major shareholders under SEBI Takeovers Regulations 2011, and when was it removed?","Regulation 30, which required every person holding 25% or more of voting rights and all promoters to disclose their aggregate shareholding as of March 31 each financial year (within 7 working days from year-end), was omitted by the Second Amendment Regulations, 2021, with effect from April 1, 2022. This was part of a broader overhaul of disclosure obligations, including changes to Regulation 29. The annual continual disclosure was likely subsumed into or replaced by disclosure requirements under the Listing Obligations and Disclosure Requirements Regulations, 2015.",extractive,hard,,,,,,,,3,3,3,82,3,0.79,High
TMP_087,temporal_reasoning,SEBI,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 8(2)(e) prior to 2025: price for infrequently traded shares was determined by 'the acquirer and the manager to the open offer'. Substituted by the SEBI (SAST) (Amendment) Regulations, 2025, w.e.f. 03-01-2026, to require 'an independent registered valuer'. The same amendment also substituted similar references in Regulation 8(4) and Regulation 9(5). A 9-month transition period was provided for ongoing valuation assignments.","What significant change did the SEBI Takeovers Amendment Regulations, 2025 make to who can conduct share valuations for open offers, and what transitional protection was provided for ongoing assignments?","The 2025 Amendment Regulations, effective January 3, 2026, replaced the requirement that valuations for infrequently traded shares (Regulation 8(2)(e) and 8(4)) and consideration shares (Regulation 9(5)) be done by the acquirer and the manager to the open offer (or an independent merchant banker/chartered accountant with 10 years' experience) with the requirement for an independent registered valuer as defined under section 247 of the Companies Act, 2013. A transition period of 9 months was provided for valuation assignments already underway before the amendment came into force.",extractive,medium,,,,,,,,2,5,3,61,2,0.68,High
TMP_088,temporal_reasoning,SEBI,SEBI_2011_securities_and_exchange_board_of_india_substantial_acqu_073.txt,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 31A (Regulatory Sandbox) was inserted by the SEBI (Regulatory Sandbox) (Amendment) Regulations, 2020, w.e.f. 17-04-2020. The regulation allows SEBI to exempt any person from the operation of all or any provisions of SEBI Takeovers Regulations for up to twelve months, for furthering innovation relating to testing new products, processes, services, business models in a live regulatory sandbox environment.","When was the regulatory sandbox exemption introduced into SEBI Takeovers Regulations 2011, and what is the maximum duration for which SEBI can grant such an exemption?","The regulatory sandbox provision (Regulation 31A) was inserted by the SEBI (Regulatory Sandbox) (Amendment) Regulations, 2020, effective April 17, 2020. SEBI can grant exemptions from any provisions of the Takeovers Regulations for a period not exceeding 12 months, subject to such conditions as SEBI deems appropriate, to enable testing of new products, processes, services, or business models in a live environment.",extractive,easy,,,,,,,,3,1,2,59,2,0.453,Medium
